Q380,Q169,Q259,Q355,Q112,Q98,Q1,Q55,Q424,Q385,Q78,Q194,Q273,Q256,Q216,Q279,Q245,Q496,Q495,Q321,Q99,Q233,Q488,Q258,Q174,Q314,Q57,Q359,Q198,Q101,Q64,Q105,Q72,Q457,Q3,Q476,Q37,Q20,Q229,Q261,Q347,Q466,Q368,Q7,Q405,Q83,Q465,Q485,Q378,Q286,Q416,Q231,Q232,Q223,Q215,Q334,Q316,Q135,Q218,Q104,Q263,Q335,Q177,Q238,Q87,Q61,Q26,Q451,Q325,Q230,Q45,Q293,Q404,Q246,Q257,Q338,Q358,Q160,Q213,Q69,Q15,Q289,Q267,Q474,Q462,Q326,Q448,Q157,Q219,Q93,Q137,Q363,Q119,Q374,Q412,Q417,Q161,Q8,Q478,Q164,Q200,Q147,Q162,Q336,Q435,Q111,Q89,Q272,Q353,Q40,Q66,Q351,Q65,Q235,Q377,Q323,Q479,Q348,Q418,Q382,Q469,Q155,Q455,Q453,Q409,Q29,Q333,Q143,Q127,Q239,Q362,Q429,Q387,Q33,Q47,Q470,Q158,Q369,Q5,Q128,Q50,Q217,Q247,Q473,Q262,Q301,Q38,Q234,Q332,Q133,Q252,Q208,Q210,Q4,Q266,Q179,Q110,Q207,Q123,Q260,Q294,Q129,Q170,Q192,Q84,Q17,Q226,Q341,Q284,Q329,Q297,Q401,Q443,Q131,Q187,Q313,Q52,Q236,Q62,Q97,Q251,Q30,Q140,Q46,Q82,Q271,Q287,Q447,Q268,Q317,Q366,Q254,Q398,Q126,Q383,Q379,Q44,Q388,Q175,Q331,Q394,Q11,Q302,Q42,Q437,Q56,Q117,Q349,Q419,Q472,Q498,Q481,Q420,Q197,Q189,Q402,Q430,Q395,Q24,Q415,Q428,Q58,Q343,Q146,Q180,Q346,Q79,Q494,Q330,Q356,Q361,Q108,Q269,Q171,Q106,Q184,Q214,Q319,Q176,Q23,Q456,Q191,Q172,Q148,Q144,Q188,Q396,Q452,Q311,Q299,Q10,Q244,Q209,Q85,Q298,Q459,Q122,Q163,Q467,Q203,Q186,Q63,Q370,Q471,Q403,Q345,Q274,Q292,Q118,Q480,Q291,Q300,Q493,Q6,Q477,Q201,Q397,Q138,Q248,Q384,Q103,Q168,Q400,Q94,Q312,Q309,Q281,Q96,Q206,Q411,Q142,Q386,Q250,Q2,Q308,Q39,Q204,Q364,Q182,Q449,Q422,Q21,Q389,Q426,Q28,Q407,Q211,Q399,Q371,Q304,Q391,Q288,Q307,Q53,Q159,Q150,Q224,Q352,Q107,Q41,Q91,Q32,Q88,Q151,Q16,Q54,Q242,Q255,Q375,Q116,Q446,Q425,Q276,Q13,Q222,Q227,Q285,Q432,Q225,Q482,Q305,Q454,Q166,Q95,Q22,Q327,Q275,Q350,Q74,Q71,Q18,Q152,Q154,Q322,Q149,Q463,Q0,Q136,Q167,Q414,Q183,Q360,Q442,Q67,Q202,Q12,Q36,Q109,Q220,Q491,Q440,Q195,Q441,Q134,Q376,Q253,Q328,Q438,Q43,Q14,Q324,Q92,Q77,Q113,Q196,Q165,Q381,Q421,Q357,Q185,Q390,Q367,Q296,Q290,Q73,Q75,Q199,Q173,Q439,Q283,Q354,Q68,Q240,Q25,Q60,Q365,Q413,Q48,Q51,Q153,Q156,Q193,Q59,Q130,Q141,Q90,Q34,Q115,Q145,Q464,Q410,Q190,Q49,Q433,Q318,Q306,Q228,Q434,Q406,Q490,Q458,Q265,Q344,Q86,Q444,Q337,Q315,Q423,Q124,Q372,Q320,Q484,Q125,Q270,Q460,Q408,Q264,Q19,Q132,Q205,Q280,Q486,Q492,Q295,Q102,Q499,Q450,Q76,Q121,Q9,Q342,Q221,Q489,Q282,Q80,Q392,Q178,Q468,Q277,Q241,Q114,Q35,Q100,Q436,Q431,Q340,Q487,Q81,Q181,Q497,Q139,Q212,Q31,Q483,Q278,Q393,Q339,Q475,Q27,Q303,Q249,Q427,Q445,Q310,Q461,Q120,Q237,Q70,Q373,Q243
user3249539669,51,,84,,,94,23,20,68,,,11,2,7,,,,93,,15,55,94,71,53,30,51,,79,57,,8,100,26,48,62,44,7,,,14,95,,48,67,67,46,37,,64,22,78,65,,27,,41,42,13,31,78,76,94,,11,,,,24,,41,,,13,27,24,57,,,51,,,40,34,,,60,,50,14,,86,1,,38,56,69,,28,40,,72,63,,1,88,61,39,96,,53,32,49,0,43,95,63,74,76,7,,68,29,24,,7,23,27,62,24,99,,61,28,88,,96,,25,43,78,49,12,,88,12,12,40,8,50,,,66,,43,12,66,,84,79,68,66,22,55,55,89,94,3,79,2,70,,46,,,26,31,,,42,84,23,64,,80,63,52,69,,8,21,61,3,78,,26,0,41,31,56,,48,57,11,98,16,,58,,46,,44,,35,,96,47,29,98,,95,,35,3,,20,12,,63,,96,39,,,35,40,,42,,49,22,74,,88,20,,,39,97,9,34,80,,80,66,95,8,6,37,61,13,94,28,89,59,,21,,50,63,99,,4,79,62,71,65,50,4,53,100,,,43,1,84,67,36,,,93,,,,,21,16,6,2,59,,68,45,68,6,,84,55,,,60,69,,80,63,,14,73,27,4,,46,,,86,,100,9,26,,,11,42,,34,,85,,30,68,99,93,,,92,73,54,,81,54,20,,80,,,9,90,44,78,50,93,,50,60,36,96,0,72,82,,39,,,59,16,83,48,59,,5,97,,46,,,81,24,59,94,6,2,83,,,,66,63,,87,18,9,19,,11,24,,,,,60,84,,84,5,,48,11,,37,85,41,71,,,1,16,83,,,,90,20,8,12,65,,,,18,,45,,37,47,50,75,,98,64,19,13,85,,58,5,,33,61,15,73,,10,25,94,43,,99,90,,67,,49,18,8,,,77,92,76,91,29,11,44,12,,99,45,92,22,14,60,92,,91,80,46,9,46,70,,
user143624204,15,57,,18,96,30,49,70,,15,,66,31,,55,58,75,54,17,,,,,,,,9,7,71,,81,82,,5,42,16,,69,6,77,76,,54,,,,,,90,,19,12,82,58,77,56,67,60,,,,,29,96,58,,,80,47,24,,38,41,99,87,,,,,97,2,72,17,39,16,,61,83,72,,,36,71,,94,100,28,,23,41,96,,95,8,,,61,,,38,80,,59,60,83,6,54,26,74,,17,82,36,29,34,22,40,89,29,31,,,10,,49,62,49,98,17,3,,98,15,,,2,0,,,91,,83,65,31,86,31,11,60,15,52,17,94,97,52,98,38,99,,6,43,32,,5,7,10,,95,68,20,,,71,,14,24,76,26,90,47,23,73,44,46,8,,,,39,,,56,39,,1,89,77,66,38,33,63,50,1,87,87,54,,,99,90,16,,15,77,38,22,73,50,13,8,37,31,20,96,13,,,,,,59,13,72,46,79,68,,,,,,,,15,48,,,29,,,18,90,19,1,27,33,29,,25,8,,12,,29,35,,,54,13,42,23,,66,,16,,47,,63,10,66,33,50,74,14,80,,,36,37,20,93,89,,85,,,2,29,90,32,59,88,,,5,97,,21,49,61,,77,38,,20,96,41,,,,75,87,87,57,56,92,,,,,,,23,,81,,,,43,65,49,30,42,18,,,64,69,82,,24,83,14,82,,36,47,85,85,33,27,86,77,82,37,0,53,40,64,51,,55,,54,11,,73,39,,,38,82,62,78,36,65,83,1,93,82,87,46,77,4,,47,98,60,92,22,68,84,,,85,77,,32,,73,77,21,,37,1,1,,74,,88,12,91,,,22,,51,38,91,34,41,3,86,76,76,84,,53,,,,,68,90,67,,97,,,90,15,53,38,36,,,92,,19,,,70,31,81,41,12,65,66,,,95,,22,85,100,,47,75,34,51,,,,,,,27,,,88
user4011355379,,,,27,92,56,36,,17,69,23,4,71,,95,,61,60,,,28,39,74,,82,20,90,3,99,39,79,79,31,41,83,82,100,9,,78,,55,2,,,26,,37,73,65,,,29,48,62,,63,,,94,,40,21,,,64,78,,36,,,11,1,84,70,86,28,1,91,89,,,45,,21,5,10,,58,25,,,,,,76,54,44,53,60,57,82,,9,11,,,98,67,55,62,8,36,90,42,,51,,,,,96,70,,94,,38,,33,69,64,,33,,3,49,,45,39,48,33,15,,23,2,12,,,100,,40,,21,,74,,29,89,,28,8,13,,55,40,,10,,2,77,46,65,68,83,48,,99,49,,4,,74,96,,9,50,90,42,20,84,15,,,1,17,8,37,,83,76,54,29,16,,74,97,,16,,64,77,89,,45,56,83,28,,93,2,52,,,41,4,60,50,100,37,,46,46,9,,68,,1,,99,,,38,46,51,26,94,74,22,,2,,72,,62,90,10,,,77,51,28,23,,62,,28,9,23,6,39,74,,76,11,14,6,,,5,2,,4,89,69,87,53,100,,60,3,33,81,92,86,61,30,72,36,,18,,,46,,91,51,,59,33,,41,64,,89,69,,,,49,82,,6,43,89,55,10,34,33,43,40,11,,56,4,,71,,,92,,63,,80,63,30,,6,,47,,45,98,50,,54,,11,,,90,60,43,16,76,51,,83,,24,29,40,66,94,,67,,,29,8,31,81,69,29,66,64,75,,89,74,78,35,93,,53,83,33,99,35,0,44,82,,1,74,84,,56,31,67,83,91,,,81,,97,15,3,46,83,,14,,74,34,,76,9,18,20,82,,69,80,,67,,36,,46,,84,94,17,,40,36,76,15,,100,95,92,,23,,,38,77,12,,90,41,,89,13,,60,10,,3,,,1,18,,,,48,,16,13,80,54,80,31,,,4,,,42,31,8,,33,84,,99,90
user1903059718,5,84,,,,49,,33,,96,100,46,73,,90,,,19,13,38,,,44,,71,23,,28,,69,84,0,,56,44,20,17,71,,,,34,78,31,98,11,25,,45,82,74,59,57,99,48,89,89,87,,85,,49,51,,,29,64,,,15,72,,99,17,,75,,19,34,90,32,62,,,,87,14,,90,59,29,94,60,99,40,,10,,,,,70,85,43,13,,65,3,44,92,79,15,,,,29,54,31,,,38,89,70,28,75,36,59,8,42,,3,74,28,3,,93,,,64,39,24,98,40,57,,,88,38,17,13,64,88,44,2,7,,,66,39,37,40,1,50,,55,,,2,4,93,76,92,10,,16,,21,100,,93,57,14,81,,34,100,32,70,93,14,27,,14,67,96,78,61,26,54,0,,,39,15,43,92,57,58,,66,6,93,76,99,,44,63,,69,89,,,,60,45,77,70,,,,41,,16,87,89,86,55,81,1,82,90,45,,9,,,,70,,52,7,80,39,20,15,15,55,53,12,89,9,78,,100,31,4,17,95,68,68,87,61,38,68,,,79,27,59,,,78,19,39,2,69,,,30,,6,45,86,,60,,87,15,,31,4,67,97,,32,23,11,4,42,82,80,,4,,16,65,87,52,59,84,74,65,29,73,76,,52,22,53,7,5,,84,22,56,,22,71,24,,18,,,,79,19,40,44,,64,65,52,31,64,51,,82,90,62,89,49,,,39,89,,5,,21,,,97,75,86,77,,83,1,,3,,64,,51,,8,,95,56,4,70,49,26,,,39,83,46,16,,72,,17,86,,74,18,22,44,,,,,64,7,39,18,45,89,57,74,35,68,98,68,16,38,57,,59,9,98,98,,39,93,66,81,,12,,,93,100,,19,29,62,50,,,,86,43,40,8,,27,,47,85,42,89,63,11,,19,87,49,23,,,96,34,,95,77,2,,75,7,74,29,,,24,35,,43,80,2,4,20,46,,42,37,49,75,
user1509343203,4,0,98,,11,21,40,92,,,,44,21,92,4,,44,36,79,65,,27,,93,,,,69,39,,,25,,70,50,10,,,75,90,,,,25,0,55,58,70,37,,5,,,29,16,6,,100,,32,47,64,,39,,,,97,100,,,62,75,47,4,33,53,,41,60,89,62,,28,75,,,56,23,11,55,,73,44,78,99,87,36,40,30,47,,,4,,53,46,,46,,,,,,11,11,99,99,92,10,59,,49,,8,10,,,59,,29,,81,83,31,0,,92,35,,14,,42,37,,,15,,82,86,70,12,56,,28,58,83,37,0,33,37,87,31,50,,,55,,23,1,30,35,11,21,100,91,,2,43,39,51,65,43,48,18,0,,90,,,,,,,,,,,42,38,1,56,23,,80,,24,77,69,,83,,,0,81,,,82,8,29,21,4,72,,,93,,70,64,,35,,13,44,55,,58,43,,56,,99,6,26,23,18,9,85,7,,,,1,92,12,10,,52,,17,,22,,18,8,,,22,21,32,,,2,,81,44,63,92,52,29,19,,,,92,18,70,98,70,48,,,93,,86,12,46,62,,75,,54,,74,16,,57,,15,74,,,,,16,66,64,94,86,,50,10,24,,,51,,,,,96,44,,77,,10,53,12,,,90,17,11,,41,43,39,56,79,48,90,,68,81,20,65,46,59,74,80,,,,,75,,29,,25,2,4,,18,,40,93,,43,,39,75,64,82,,,9,22,80,54,21,73,92,14,0,,,12,,,2,4,,,13,,,97,10,,85,13,66,90,44,13,73,57,,,34,,81,,0,,0,100,,58,99,,67,59,,41,16,91,,84,79,89,32,84,63,26,27,90,38,85,28,66,39,36,94,52,,56,43,,97,92,,62,69,26,,14,,10,89,3,54,88,85,37,,83,84,86,14,,45,51,30,15,29,47,92,50,,14,54,,58,15,22,77,,18,
user600386515,,76,46,88,97,62,70,,46,65,,19,46,57,,61,59,15,68,18,,7,,92,85,,,5,17,,69,50,,16,81,55,6,53,24,32,61,,18,25,90,2,31,22,,80,18,15,,40,71,,22,74,67,53,61,,76,4,,29,,85,99,47,30,20,95,,96,16,67,49,79,84,48,70,10,2,,,2,92,29,52,16,,98,43,,39,65,0,,,,2,36,71,,45,,,,,,,51,29,,28,,66,,66,71,,14,,39,55,32,,38,75,,25,53,,,,,80,55,17,32,,93,39,72,,,19,29,,,,10,9,32,17,43,,48,,78,,20,,75,14,91,24,93,79,,91,,94,,82,,95,37,37,,14,84,,,67,,,80,,,11,28,13,,61,60,100,,,,7,95,72,22,,42,,,,55,,7,,,49,63,,60,92,,85,81,22,,6,,,29,98,,90,52,,100,51,66,7,,11,35,20,35,63,,,95,8,74,25,29,9,33,,76,69,,,47,55,57,46,,,24,77,44,59,,44,93,,90,66,,26,66,,19,,12,,41,76,88,94,36,52,54,62,30,,51,55,,,83,79,86,53,5,,,,79,85,,66,,81,20,22,86,91,31,,33,,97,,26,74,,47,80,45,49,73,,12,56,,32,25,,54,3,4,,48,94,,16,31,,23,7,61,,93,62,67,,86,,,15,67,,31,30,59,,94,,,14,6,100,,88,,73,,,89,64,64,26,,,74,,41,49,48,,41,86,96,49,84,,90,34,,,82,,42,24,,65,,,,76,,35,87,92,,42,46,77,38,4,8,48,,60,,,41,,,22,33,94,56,,49,78,87,35,49,30,42,17,22,,6,65,96,85,,,,93,,36,92,68,,,,50,33,,,,,,12,8,,11,60,,,28,,39,67,70,71,54,50,30,71,39,70,,17,,49,97,75,99,0,34,,,22,,,,90,35,
user1361284472,,79,,74,99,27,81,62,52,32,,65,37,70,,59,15,3,89,66,47,54,,49,35,,51,75,14,44,,80,,,,63,,,56,10,73,28,62,74,76,48,,58,50,36,,59,61,,,38,69,18,29,15,77,0,88,32,93,40,90,66,,69,89,42,5,85,,,57,,,94,66,12,74,,26,,6,7,73,76,,1,,,,46,60,,88,62,,,82,,22,,92,,46,18,75,,,63,50,18,24,80,89,68,62,69,98,26,16,39,59,,,,84,0,63,32,,,8,,31,75,65,,34,41,31,,36,42,4,73,22,,62,71,45,54,,,,58,,,80,95,96,100,65,45,0,8,,4,49,62,9,92,9,9,,67,77,,,77,,76,64,98,36,69,,21,91,,,73,81,98,,73,,49,12,28,,37,89,99,15,71,25,34,95,35,6,54,95,,68,,9,,,84,57,38,83,73,,,,,18,73,56,83,,2,24,67,,86,,,64,44,,74,,52,15,57,89,25,22,30,,12,,55,,99,,5,61,56,93,70,26,,38,50,27,16,,94,,34,93,72,24,,55,43,37,52,34,,16,93,99,69,72,30,48,34,,34,,,,,82,28,,,41,,72,69,21,54,81,26,,13,72,51,25,24,62,30,,23,67,19,6,92,10,18,,16,95,35,,,16,0,66,3,79,38,61,23,36,,40,,71,,,89,32,,,35,93,19,22,42,,24,86,83,54,,85,79,8,8,92,90,24,0,80,39,40,8,,26,84,8,41,30,90,25,,,37,,18,,30,54,26,,,,2,98,,74,19,42,49,64,64,92,44,,59,30,,,58,50,30,91,91,,3,85,79,,,27,,21,,80,72,68,,24,68,34,97,7,81,29,45,20,,,73,,53,31,58,76,60,36,75,,,81,70,56,4,,,,,71,71,35,78,38,88,,,56,86,49,,,77,41,54,,70,18,4,,,69,34,,,,2,,53,0,68,75,,,27,77
user2729974254,,,,3,84,57,3,96,,23,32,,3,99,,81,72,,84,0,50,20,36,86,,32,79,56,97,55,72,3,27,44,95,14,76,12,70,,,64,60,32,,17,46,75,23,83,,66,89,79,60,66,71,37,,,71,91,56,26,14,39,66,32,58,,57,,82,,38,,86,99,39,70,,42,88,75,,,32,,,,,81,90,64,,17,12,15,74,42,98,,29,59,4,21,29,42,23,,25,42,81,49,83,66,90,67,81,,95,,1,98,,,,,,87,,6,31,8,87,2,,,85,,,33,,24,36,2,63,67,,0,98,36,62,85,3,1,75,,20,,75,,,46,69,20,,87,96,93,62,15,,89,,20,12,70,,,,34,83,50,,,96,90,7,34,,56,,13,13,86,,61,31,3,14,29,,,80,,56,,7,53,89,78,24,71,,78,35,,8,,90,,,3,,76,62,,48,13,80,8,,100,36,,47,,,88,66,,98,88,25,32,87,97,40,60,78,72,,68,40,,14,28,26,,20,27,,57,93,59,,33,81,18,,,27,24,93,64,10,,25,,,53,94,32,92,,,66,,,20,40,,66,,,46,62,44,,48,83,72,,,,10,,56,,,,,89,,47,,48,87,35,36,,,21,,,86,16,,31,47,,6,32,,,67,,,50,44,,,95,,62,66,,63,88,21,29,67,,95,48,,81,94,,9,,47,97,,32,,79,,,84,42,,,42,77,100,61,49,48,45,,28,7,100,,12,58,9,75,,38,33,94,,6,97,,85,74,10,28,,51,49,75,,93,71,33,94,,43,20,,35,,51,,78,,30,91,79,19,31,,1,0,,78,24,2,31,12,99,84,95,,44,,,98,,64,74,,94,,81,,,,,10,,88,44,43,,50,62,93,51,,73,,,,,55,20,79,,24,44,,69,28,26,75,2,30,93,58,32,2,36,72,43,24,,87,53,40,59,,,,11
user3548378395,,,61,,90,57,83,,,57,,37,75,,70,11,41,2,56,,88,48,,29,,,69,92,,3,,,94,,11,,62,,51,34,,,4,75,60,20,,,6,97,31,,47,,8,93,,76,27,,,52,65,,12,,94,92,,9,,73,,,33,80,98,29,12,1,32,,,12,64,72,90,51,,,38,7,73,15,76,29,,32,55,9,,97,,,,,4,,33,9,17,6,,59,81,,43,96,,,47,6,12,48,41,,78,84,3,36,97,37,28,,54,,,11,39,34,,64,86,,,22,,64,60,,,,33,2,12,,,83,,75,14,44,20,,18,96,,9,37,67,,,,,75,80,,,59,,,17,,,,,,21,3,98,,14,,33,11,,71,,,28,94,,,63,35,29,,,,82,46,0,10,,,51,,20,39,,20,68,,,13,54,46,,,36,40,,93,74,80,19,73,45,26,,13,76,,,2,35,38,,,,79,95,,16,88,50,48,,47,,,18,62,68,,,,41,37,,54,,75,54,54,5,62,63,,18,32,,,,44,100,53,89,,,24,27,56,90,,,12,48,,22,71,,87,,18,50,82,,55,,21,,57,83,47,20,51,16,90,72,,,60,75,,74,99,9,41,38,48,20,,,92,,,39,,,7,65,,,,,98,,,,,,23,97,,31,96,50,,,56,,59,15,,1,80,23,82,81,2,3,98,33,10,13,15,42,72,,,,82,,20,58,91,86,25,,1,28,12,,,,,60,,36,94,,84,39,,,,,,44,1,38,,11,51,,89,,40,,5,11,,73,91,,,97,82,,77,21,91,,54,23,86,86,85,42,28,,10,,46,90,,29,39,79,,76,100,6,49,,16,29,92,66,48,90,90,70,41,90,38,76,100,28,,4,16,85,96,23,6,,84,24,54,53,61,6,56,85,,77,94,,10,,,96,62,,88,52,25,96
user3437087961,37,69,,7,36,,,,96,99,34,55,62,,27,98,,98,55,,37,44,,18,39,15,,,13,,43,,26,,,,45,1,47,17,36,3,,,21,23,55,,,64,,16,75,1,22,,8,97,,37,69,91,36,,19,81,7,21,28,85,74,97,,,8,,59,,,13,,30,42,,92,,,,,45,63,97,,72,,2,26,62,20,,87,,71,57,3,40,,,,54,,14,87,3,,8,74,,,11,32,,100,64,,,,44,1,,33,67,43,46,12,58,88,,79,,7,41,73,63,76,25,27,63,14,,,57,,59,80,68,,,,,96,,71,,97,26,26,24,60,44,,,29,,9,72,74,65,,80,,,7,60,50,15,7,,46,79,14,0,66,67,47,33,72,68,,23,,,25,62,87,,99,58,93,,,33,95,,,13,,,1,,,90,,84,43,82,62,9,86,,17,55,,,,90,,85,,,51,,86,8,,50,62,39,93,40,83,,46,,53,56,66,18,,,,,,,,69,,88,31,65,11,67,33,79,4,77,82,17,30,,68,85,,92,,,,66,19,97,68,,78,10,93,56,10,56,34,21,92,34,35,79,38,11,80,19,,71,70,59,6,52,49,95,52,,,,53,82,5,5,98,85,,98,33,91,3,,27,13,,9,,2,,77,65,72,95,,,30,41,,7,75,62,,21,,,9,64,100,62,66,70,36,9,72,11,,,70,58,57,63,34,81,84,78,,34,63,96,12,49,60,,54,0,67,29,32,11,32,18,,,,63,2,61,,,54,32,,76,,46,,36,,,39,,65,,,,59,19,,,,74,,80,52,,57,96,,42,62,,17,36,,,47,21,27,97,,45,63,97,39,,46,20,76,70,21,,68,91,2,57,81,,47,45,10,,14,,,,,58,,59,,,,79,,71,32,27,80,15,68,,65,95,,94,,19,,96,94,12,,,22,1,,8,91,45,
user1246891159,68,49,8,67,24,97,26,33,62,,75,,83,,13,13,76,,,,74,,16,83,93,31,83,97,68,100,68,32,,25,,8,8,14,14,30,,41,,,,49,72,2,27,46,70,45,5,73,49,22,70,42,,65,44,,92,90,86,97,,96,,83,93,22,7,,34,50,,57,98,,88,50,,99,35,69,82,70,,90,7,32,57,97,59,,11,,,34,50,,55,23,42,90,,88,,93,39,,,99,61,29,,31,,,66,95,93,44,62,25,11,70,,,32,,37,,78,38,29,,94,,,,71,,,,,13,8,7,85,86,87,45,15,32,46,,11,26,,92,1,47,27,32,71,90,23,25,,,62,15,35,,73,28,23,,52,13,,,,81,49,,,33,28,40,49,53,49,22,99,66,78,,,,,3,67,55,,,,38,,90,42,,91,,41,18,94,33,35,,52,,,74,,96,81,38,,21,,,,82,86,34,13,64,2,85,40,,91,61,,,,97,,70,98,,98,32,93,,,63,84,26,58,,64,64,,95,84,38,52,,46,56,43,25,16,84,11,28,66,21,,78,47,40,57,41,,,55,58,21,,92,53,8,,96,,80,75,73,52,12,,,81,29,,77,,72,25,50,88,3,32,96,45,,,,6,16,38,76,,,70,85,66,,,,,14,88,,69,74,6,,39,,59,24,16,61,43,,,57,38,,,70,,35,95,,17,,53,,,,92,,66,70,49,,71,,,89,,,84,,,66,,78,10,7,,84,,24,,,41,,82,,76,,44,,66,54,,90,,,50,52,,,,,42,64,,,81,86,0,27,,,15,,43,,83,37,20,,20,44,43,19,31,60,11,97,1,53,67,,100,25,,,18,,,80,,53,,,27,,82,25,,47,,,,,,25,,,,,31,,11,75,8,100,6,,26,33,,,60,,65,96,13,66,40,,,,,,3,49,6,4,68
user463466567,,49,63,84,69,74,73,19,,48,,74,77,,84,,49,,4,58,,79,,77,,99,,58,40,32,69,85,23,65,,40,40,,78,,96,79,,,,,9,74,60,72,,96,87,,11,,26,18,,71,38,,39,,5,91,,61,,79,8,7,73,67,,60,81,10,96,,,,49,39,3,,,52,83,,25,,68,,44,,,38,45,19,58,13,,34,,32,74,,54,15,,60,28,31,30,76,,84,,15,,,30,32,8,78,92,23,,,,41,79,91,25,,60,,34,71,59,,25,,14,41,68,,,,82,,4,65,,89,61,,,60,93,,63,,49,96,15,19,58,,15,,97,40,78,,53,92,73,36,70,60,84,,55,,17,,,10,48,43,51,29,85,,,61,79,2,35,86,28,44,11,15,76,9,45,,98,,41,,,,32,3,,,63,71,7,3,88,12,17,49,,78,59,61,,34,,,,28,11,71,87,,,69,32,51,,90,,74,21,,10,76,,79,82,31,4,85,47,,50,59,56,,,7,88,88,84,77,73,,93,,,,,21,21,14,26,72,,97,38,,9,,18,,95,62,41,,16,28,58,40,53,41,52,51,12,92,,37,20,65,100,68,76,31,,,,37,9,,74,83,68,70,82,,,79,22,76,78,,67,79,66,73,,,97,17,92,42,,29,,48,,15,99,64,,,,,5,23,25,,19,,,92,70,,98,92,,49,6,,40,,68,,,0,,75,45,15,98,,46,19,,15,44,29,42,,81,48,,84,78,62,84,76,59,10,32,19,,56,15,75,6,26,44,49,,,,,15,77,11,27,11,61,51,24,100,82,30,,69,13,100,48,,95,75,19,,,27,,39,,67,,49,77,95,77,3,,30,12,59,,,45,60,15,82,70,81,77,25,19,33,,0,52,25,77,76,59,50,,,99,46,3,100,28,,82,99,56,,78,26,,6,26,11,,71,,44,,76,42,15,71,,11
user3398709398,20,56,54,72,2,,100,40,87,8,53,59,,70,,19,61,49,,,41,,82,47,54,38,,39,,,91,61,56,65,2,,30,72,32,25,,,,,,57,12,100,60,58,42,78,,62,67,,6,,,49,26,33,71,17,75,,41,52,16,,52,53,,34,52,73,,37,,,91,,,,32,73,,,30,,,28,,44,46,,87,,38,40,29,44,62,92,46,,51,39,97,55,46,,,69,,,,,6,,,24,23,,1,26,5,28,92,9,58,,15,,49,19,67,68,88,67,,50,18,2,,38,,91,,49,,,22,11,96,35,95,36,,,,37,7,21,7,39,3,,,87,55,,70,60,,27,,96,63,,76,,,,,88,52,90,,55,90,69,,,25,,72,45,,66,,55,,8,40,96,,49,24,,,66,35,66,3,14,82,56,64,,88,,22,15,34,88,35,11,,95,,,,83,82,,8,47,,,69,82,3,35,100,37,,86,66,19,20,85,,34,,,,85,89,28,54,,94,99,,31,29,35,67,35,,,,0,54,22,,85,,,59,7,9,59,,,43,92,81,10,38,,,41,,16,97,23,27,96,,59,,35,26,75,,,51,,,22,10,,,,22,,85,74,81,59,,34,,,61,69,85,69,74,43,,,51,64,,71,,10,6,,,60,63,56,47,64,77,69,,82,35,81,99,51,12,,,,,18,,66,2,47,,,100,93,,6,66,73,15,22,8,37,26,16,86,,,94,20,21,100,65,70,27,55,76,,,,30,,38,59,,,64,,,69,37,,,,71,73,,,68,,45,,95,15,98,54,,62,2,,1,,,0,,,48,64,35,86,77,22,11,18,,60,75,46,54,10,33,8,,18,99,,,55,,56,85,,34,46,17,,64,51,62,58,,,42,52,9,21,63,,22,,45,,,19,41,,43,,47,48,76,,17,44,38,,72,35,95,87,12,,60,14,57
user1593175929,4,,83,46,,85,,,66,60,71,,30,20,,7,38,5,18,7,31,,,99,94,,9,4,23,77,0,1,91,,87,67,38,38,9,,75,17,36,13,83,11,31,25,73,52,14,60,,96,,89,80,15,,64,32,,20,33,40,,90,,41,,,55,46,35,,,80,,73,50,43,7,37,31,14,15,,52,17,30,61,25,60,,54,63,,79,48,48,81,95,28,59,,38,17,37,75,67,,,,,28,78,,,,85,,,16,,,19,,,,,,38,,68,,,6,56,80,,,12,55,51,17,95,84,,5,7,,2,,17,67,29,38,,,4,99,53,,28,45,,,14,72,66,24,,40,,45,,,30,33,,13,21,76,49,42,,6,37,10,,24,,,,99,9,,44,,,23,58,,,24,41,,68,,,,,11,6,27,96,82,,,,,33,33,25,,59,,,95,72,,46,4,82,91,80,31,62,82,42,,100,73,,35,73,18,,,89,,62,,95,39,,99,64,98,,,46,,69,,,31,39,,,74,90,31,,65,11,97,80,9,97,,,55,11,,83,90,40,37,,,50,,4,29,,,39,82,,53,7,52,,61,63,,33,75,43,74,76,80,88,30,48,85,80,38,61,49,,52,85,68,46,33,22,99,3,71,69,24,85,,61,58,,,,71,94,93,,27,5,,44,79,11,77,25,85,80,79,58,66,,46,,,,,90,78,,15,,45,48,12,14,66,,70,0,60,71,37,0,,13,81,,,11,19,19,100,60,28,,65,86,34,62,44,94,3,,36,10,84,,28,,,27,18,,12,,67,3,1,,3,66,,54,,36,6,81,21,14,,,8,22,87,61,24,44,,,,56,86,78,40,,,83,,8,30,66,,,56,44,55,0,,79,,93,94,62,74,63,52,30,,,34,36,,47,,6,23,43,1,,24,,73,,57,,53,20,98,49,67,92,,27,,79,65,70,61,45,87,,75,75
