Q317,Q353,Q246,Q288,Q466,Q184,Q26,Q455,Q84,Q213,Q256,Q47,Q137,Q130,Q478,Q41,Q444,Q80,Q219,Q15,Q39,Q1,Q472,Q412,Q170,Q117,Q22,Q86,Q448,Q312,Q55,Q162,Q409,Q91,Q269,Q18,Q71,Q442,Q365,Q369,Q445,Q214,Q351,Q319,Q433,Q337,Q453,Q457,Q79,Q32,Q493,Q200,Q46,Q231,Q328,Q129,Q372,Q20,Q451,Q452,Q465,Q295,Q384,Q76,Q136,Q423,Q441,Q496,Q92,Q221,Q343,Q14,Q350,Q180,Q279,Q99,Q128,Q172,Q254,Q488,Q106,Q108,Q60,Q164,Q464,Q436,Q320,Q418,Q253,Q202,Q229,Q177,Q73,Q152,Q64,Q143,Q171,Q154,Q396,Q334,Q341,Q401,Q225,Q124,Q383,Q303,Q265,Q285,Q283,Q313,Q408,Q284,Q310,Q52,Q37,Q98,Q167,Q244,Q29,Q121,Q263,Q127,Q339,Q483,Q48,Q325,Q299,Q16,Q450,Q382,Q207,Q251,Q223,Q33,Q101,Q447,Q3,Q149,Q218,Q489,Q148,Q327,Q473,Q134,Q275,Q25,Q368,Q388,Q414,Q357,Q332,Q356,Q45,Q404,Q462,Q463,Q305,Q179,Q403,Q178,Q210,Q138,Q34,Q17,Q407,Q426,Q355,Q103,Q243,Q0,Q140,Q227,Q446,Q480,Q429,Q392,Q461,Q371,Q380,Q476,Q131,Q176,Q390,Q239,Q467,Q359,Q298,Q226,Q249,Q120,Q195,Q323,Q282,Q281,Q439,Q306,Q208,Q456,Q484,Q78,Q97,Q237,Q460,Q421,Q393,Q142,Q411,Q190,Q391,Q11,Q233,Q315,Q287,Q66,Q74,Q118,Q274,Q422,Q27,Q89,Q316,Q398,Q166,Q212,Q30,Q264,Q370,Q308,Q50,Q175,Q67,Q133,Q419,Q468,Q198,Q201,Q257,Q54,Q59,Q151,Q340,Q155,Q338,Q36,Q471,Q163,Q23,Q6,Q19,Q107,Q354,Q438,Q141,Q492,Q376,Q399,Q95,Q235,Q182,Q385,Q300,Q112,Q379,Q83,Q410,Q232,Q314,Q420,Q115,Q111,Q266,Q236,Q5,Q193,Q470,Q49,Q90,Q387,Q293,Q345,Q427,Q203,Q161,Q125,Q292,Q304,Q241,Q31,Q487,Q123,Q126,Q204,Q196,Q96,Q286,Q82,Q344,Q375,Q405,Q434,Q61,Q199,Q248,Q114,Q280,Q497,Q301,Q234,Q290,Q324,Q482,Q363,Q358,Q477,Q459,Q145,Q24,Q168,Q273,Q159,Q402,Q486,Q268,Q230,Q449,Q57,Q432,Q361,Q498,Q8,Q437,Q100,Q132,Q395,Q156,Q406,Q187,Q173,Q335,Q217,Q272,Q216,Q44,Q7,Q116,Q435,Q294,Q425,Q443,Q475,Q220,Q276,Q261,Q88,Q68,Q147,Q260,Q191,Q70,Q119,Q255,Q499,Q259,Q21,Q183,Q240,Q291,Q13,Q415,Q485,Q247,Q329,Q122,Q352,Q53,Q206,Q224,Q364,Q296,Q40,Q242,Q197,Q238,Q330,Q289,Q397,Q491,Q65,Q326,Q189,Q413,Q150,Q188,Q333,Q228,Q374,Q192,Q331,Q262,Q185,Q69,Q307,Q169,Q63,Q222,Q360,Q342,Q347,Q458,Q252,Q186,Q144,Q494,Q113,Q336,Q2,Q157,Q302,Q381,Q394,Q417,Q454,Q431,Q43,Q490,Q245,Q270,Q362,Q38,Q146,Q87,Q42,Q174,Q209,Q428,Q153,Q94,Q135,Q75,Q378,Q424,Q479,Q481,Q62,Q104,Q495,Q250,Q271,Q109,Q267,Q9,Q85,Q12,Q81,Q309,Q440,Q416,Q258,Q373,Q430,Q349,Q346,Q389,Q165,Q158,Q105,Q56,Q72,Q93,Q400,Q181,Q377,Q205,Q35,Q139,Q348,Q321,Q469,Q110,Q215,Q277,Q160,Q322,Q311,Q58,Q51,Q318,Q102,Q278,Q474,Q211,Q4,Q297,Q77,Q194,Q367,Q366,Q10,Q386,Q28
user3623154613,72,,60,21,,17,5,68,9,79,,,,,17,,,0,48,39,4,,97,29,,,,69,13,,,91,,2,11,2,100,,60,,,95,,40,42,17,17,51,58,13,,99,,84,30,,34,,,77,,91,,45,,,58,,89,8,59,,99,3,32,71,,,,,31,21,,51,,71,26,,55,,79,65,64,42,35,86,,10,,86,52,18,,0,,,6,74,52,86,,,,31,7,51,43,94,41,,,79,73,48,,98,54,19,52,19,,75,45,87,,,39,,,31,98,,44,66,4,,29,,87,89,100,,,,,77,26,64,,50,0,,,87,,,,83,,20,,24,92,81,,,81,31,,,58,84,13,100,3,12,69,62,33,81,80,,68,97,1,22,12,,2,89,,71,,73,94,,71,87,98,90,9,,50,26,64,,81,6,59,81,65,,10,,,,,,1,60,,36,62,,42,52,40,,,45,87,33,,29,,,17,43,41,74,43,,79,,64,16,,15,39,23,,,99,70,,2,43,1,3,90,0,,64,26,,30,29,,,74,11,82,,94,5,54,72,,72,,46,,15,82,61,36,76,14,79,,74,,,40,50,4,,62,96,50,26,,90,21,,75,,62,10,,,85,,46,,88,,,56,56,63,11,6,32,,,33,63,85,54,80,10,99,,,,81,73,84,94,50,,65,29,87,,59,38,31,83,53,66,79,,99,35,,,90,11,,,82,83,25,82,19,42,59,96,79,,,0,6,,,,1,80,,,,85,15,75,0,,61,,5,48,51,,1,36,,,66,,,,,45,59,,68,60,38,10,72,,21,21,31,,39,10,,54,37,,,,30,,11,,,,85,,80,79,,81,80,37,,52,34,,,35,74,1,44,,21,79,43,,58,,69,82,46,50,44,9,92,13,,22,55,92,60,14,,79,,74,,22,32,80,31,67,27,60,,12,68,68,39,46,28,71,,
user3505475342,,2,,81,27,63,54,,,0,23,,22,44,75,,,40,,,93,52,71,28,,,29,,30,,,96,16,,90,,70,93,78,,,,,75,16,38,32,97,86,,46,84,,48,43,64,97,,60,,61,16,33,,46,15,18,94,36,,38,80,41,,25,12,67,93,83,,,45,73,32,,86,,7,,65,,35,72,27,20,65,34,,91,59,,88,,21,,68,40,,,,30,79,,47,,60,31,61,65,,,99,42,0,74,18,,,67,27,,4,38,,40,,,86,34,,7,95,98,89,72,54,4,18,82,9,47,14,0,29,72,,25,89,65,,61,14,67,22,70,,60,58,,9,65,,47,,,,30,0,91,,,27,,,64,14,,66,19,69,36,79,81,,16,39,57,83,25,,48,,,24,,,35,1,0,,71,26,,,43,71,100,17,29,23,92,1,6,90,,83,,54,54,99,73,17,,100,,68,12,86,19,,,54,64,18,,67,79,,47,43,85,30,14,43,61,95,93,,57,,27,51,,25,60,98,,53,32,,,,10,81,47,,,100,97,91,27,54,56,,,76,44,,74,19,,15,95,49,73,14,3,,78,,29,13,31,,56,41,,18,,35,54,,67,,8,,,0,55,,,100,21,66,36,,52,60,25,,77,9,64,96,98,0,21,0,32,13,,,,59,,75,,,79,55,,14,94,53,,,84,15,,35,,12,2,,73,76,28,,,37,64,75,,69,95,45,49,76,94,51,79,,,70,24,19,,76,,22,52,,,86,,26,77,,0,7,31,83,80,43,8,7,53,,56,31,,,92,30,,70,56,,,29,8,66,,43,,,13,41,10,,55,17,32,,,66,43,82,62,3,30,84,,,,,,,18,,,52,28,95,32,7,,48,58,89,76,88,,57,,,40,,,65,52,25,93,98,12,,52,17,97,,81,12,,3,77,86,62,,95,,37,,73,,72,16,81,87,,43
user1483476186,51,,48,91,19,,58,63,48,65,,,,34,26,96,68,,29,40,77,58,,,1,83,,30,7,22,30,82,19,2,10,87,3,,7,13,70,,,,,55,94,28,1,82,20,,,41,,64,96,,60,35,19,88,75,,,65,,46,81,19,,3,3,35,84,7,,94,69,,1,,,65,0,98,18,25,,78,,66,,17,,,68,31,,27,82,26,91,95,29,43,97,12,72,,91,55,9,,55,,,34,78,,,21,,,35,,19,,,,,93,26,,91,,37,100,93,21,14,15,,,58,,100,8,98,87,11,,18,39,87,41,18,,8,41,,42,74,75,97,,74,,41,27,,,39,,35,86,24,51,,25,,,24,,,16,17,47,,23,,41,69,,26,48,93,51,6,,,84,16,,,44,30,73,,26,4,15,,50,46,,,13,15,,43,,3,37,,,49,95,53,33,24,39,70,88,47,,77,88,,12,,53,44,100,81,,16,98,77,37,11,68,,55,62,22,,13,82,14,27,8,9,90,39,,,46,40,,,,74,30,23,,19,52,,35,9,62,62,,63,,47,13,,28,78,69,,,,13,79,28,91,66,,66,,11,72,66,61,,24,4,32,18,,,9,,94,16,42,42,19,63,,,50,97,9,26,97,,32,83,30,,,81,80,,8,96,24,69,,85,43,70,,,85,,5,,,74,45,20,64,87,85,98,83,20,5,85,20,30,39,,61,,,34,79,,,1,96,,,12,13,7,,35,100,,24,,73,45,96,,98,86,42,88,89,55,,,12,17,,64,40,24,16,10,42,53,,,19,29,89,51,,62,23,,51,59,63,,6,85,,34,90,18,40,,,13,14,2,,,91,92,72,,,90,28,,48,,,,68,,83,42,,0,67,,,23,,60,43,46,47,86,54,92,37,78,100,,,69,,71,,90,55,7,50,53,,95,,,62,97,47,26,16,,1,40,19,35,,36,,
user789370386,,82,74,16,24,,23,,14,11,,,14,9,25,93,61,,62,74,69,96,89,70,12,61,,,,15,1,58,72,,57,,,,85,,57,10,15,,59,,41,38,,,88,,96,,31,14,91,54,21,28,88,58,88,81,40,86,30,,96,88,,99,72,58,50,,42,78,27,6,,78,39,18,87,64,26,51,81,,,,53,100,32,,16,23,15,,,39,25,56,22,,67,100,10,,94,60,,37,76,23,,6,64,73,,76,2,99,13,,,,75,,,57,41,77,94,28,,67,26,1,,42,56,75,,28,73,6,31,16,88,,53,77,83,69,64,30,74,58,5,,,,64,28,89,15,,82,,86,,1,,21,6,1,76,,6,,66,,54,19,46,71,15,,,40,99,,49,9,54,,15,,98,,,,86,64,,99,90,,69,47,20,,22,,22,88,63,,26,80,,89,7,,,78,92,,43,27,85,29,,49,98,23,36,,80,20,85,59,,,,22,89,,16,97,46,99,65,95,3,89,,50,,63,16,86,93,85,21,,,,69,,41,51,29,,,,,83,35,,29,22,,1,9,,33,,15,27,8,76,,48,,,,28,,23,53,,75,65,31,96,18,13,,76,53,92,12,,80,13,13,69,62,12,63,,79,6,,,10,82,87,,85,32,79,37,30,87,57,62,,49,,,,18,,,1,,80,,11,92,48,,,,,68,66,75,,,18,,51,,79,49,,,3,61,26,,8,61,26,58,49,76,59,84,5,1,34,,84,30,49,,9,58,75,,86,,23,67,,,34,71,,36,71,16,89,,48,,50,94,87,53,24,39,9,,40,66,31,11,,69,,24,,43,,,,63,,11,39,,47,16,2,43,,,69,,,,9,90,,,63,6,42,38,67,95,100,36,2,69,80,4,,41,,40,,40,,17,17,72,,61,86,,22,,19,75,9,,82,68,54,53,94,,72,,,,44,15,,50,21,18
user1354824477,,70,83,56,78,,85,,69,,,13,,94,53,,36,,47,55,21,95,,63,,84,,,12,,45,,84,55,67,45,21,69,37,27,58,59,13,,34,87,81,41,28,95,,58,17,,46,34,7,12,33,,17,7,99,,,92,38,,2,73,37,90,19,,70,70,91,11,27,56,62,4,7,,75,,12,31,,36,17,61,9,,33,,0,41,37,,,,57,9,,56,,37,32,,56,32,89,29,42,,69,89,15,73,66,,,71,3,17,41,15,,36,,,,76,7,92,83,,76,73,75,8,,17,86,2,,92,26,19,89,95,70,,38,91,,79,94,56,,37,98,,,91,,,19,74,34,,67,78,,14,84,100,,44,,8,21,95,19,97,58,4,77,56,57,,76,,60,58,81,,79,7,16,75,43,,,76,4,74,100,,,20,7,92,,59,8,10,61,,20,,,98,91,,,100,59,0,,,,96,18,,36,100,13,7,64,9,76,,81,8,72,0,62,,88,48,,8,66,21,,,63,24,94,93,22,,71,8,,13,,,71,,58,,0,,87,,66,42,55,12,,,,44,,,,6,,81,8,,43,96,,,10,,18,96,81,41,90,95,32,,,,44,1,90,63,1,,,48,12,,35,2,,87,,31,34,36,31,96,4,,,78,62,96,28,,9,,87,15,,64,96,16,20,80,14,,65,,98,56,12,21,6,,,,51,7,8,,,60,,69,13,,50,80,54,63,,42,,36,,64,9,16,74,,10,61,,87,36,,,,46,40,74,,9,50,84,94,29,,100,52,,,63,6,57,10,59,26,92,,7,,,98,,58,,21,57,,,37,64,96,73,,57,36,68,95,73,47,64,33,38,40,30,,45,27,,56,24,,,92,66,,77,68,,,68,31,52,80,58,53,21,25,,19,,55,,46,76,91,83,63,16,,,,71,,68,,,,84,57,94,,47,,,38,9,,,67,,45,10,85
user3115360782,0,33,,,69,,27,,44,44,8,0,,92,39,,100,35,92,,,44,3,78,44,,,95,68,,19,37,9,86,26,,94,9,27,,,17,70,86,92,30,47,97,2,,89,,24,,,39,66,,19,,24,,,47,,64,75,62,60,29,60,22,,,49,73,80,,85,83,,,13,1,27,56,90,47,81,6,,93,63,,33,48,78,37,,,,,53,,17,73,32,35,86,58,,93,62,41,,32,,,30,,,93,,,,,,,18,50,63,56,81,61,35,,33,12,,35,56,43,36,16,67,,,10,12,,,31,41,96,33,,36,,43,,90,52,,9,48,16,31,84,,58,36,97,69,46,90,,22,100,35,73,,33,4,,97,41,66,22,12,63,0,,,,19,97,53,,5,0,75,20,82,46,46,38,54,54,,87,84,65,,59,14,88,28,84,,36,4,46,,92,84,,85,65,10,12,91,98,48,77,,,33,46,34,86,31,14,,,73,20,8,15,42,9,36,13,,12,46,,27,52,61,,,2,32,,,,69,27,76,,,93,0,14,26,40,46,61,,65,,68,,59,,,,,61,,41,,,20,98,20,82,,53,48,,69,88,53,14,94,,,,,,,66,91,72,98,78,,93,43,1,,52,85,,72,35,,37,,87,,61,45,42,,,48,,62,70,74,,90,82,97,31,6,10,,,7,68,1,67,,,29,41,,,57,,99,,,,6,,23,,39,,,37,,68,80,74,11,38,69,,,67,,,,,,45,74,,44,17,,,,,,80,46,72,,,64,,,,26,19,,62,70,,,95,,64,,10,,52,43,84,,,36,27,,87,,,,36,87,40,99,,,46,47,41,98,53,87,,,76,59,64,17,94,45,,69,,44,,,,,,50,80,85,,,,62,,20,98,37,100,2,65,19,29,82,32,69,0,,,36,,,80,87,60,,,6,21,,60,70,,
user3451829051,,7,,,,62,83,72,85,2,,,,43,77,66,8,55,79,49,,55,,8,,,,63,4,69,23,69,70,48,8,,,10,,88,,,16,,42,37,17,,31,,,82,43,,77,55,33,4,,22,,26,,78,,,14,,38,72,29,72,75,,95,14,67,53,,9,85,15,37,,1,58,17,58,13,,39,17,80,62,31,78,56,24,4,86,47,,,,32,33,16,,86,87,71,45,23,20,,74,81,13,,44,,,77,92,91,50,91,,57,42,70,,40,36,87,23,69,32,38,,24,54,16,0,72,86,53,,72,,58,45,,,39,17,7,,72,40,,69,,78,,52,82,39,47,29,96,,,53,42,58,80,,,,91,41,,,,,61,40,,10,11,41,91,53,,65,66,,,72,,18,89,51,,,93,,23,,53,28,73,,66,98,57,35,47,,88,21,25,30,,83,,,35,47,,85,59,44,,,3,47,70,43,77,60,11,89,12,10,23,97,25,92,,,,,23,20,37,7,52,4,,,1,,9,,74,,6,96,84,,57,,97,23,80,,21,,99,,27,,,66,2,100,71,13,,,43,85,20,91,84,90,,33,,,,69,57,25,51,32,46,,,27,,,49,50,45,,62,,35,,3,93,23,49,5,,,,93,55,37,16,59,,,42,75,21,,88,,,,10,,46,,1,,,16,,26,42,11,,5,22,,69,,3,,,,3,92,84,92,57,51,12,53,,,,95,,44,,31,29,32,,39,76,,,79,92,12,27,,80,,12,,,74,,,,31,,,80,,,19,,,75,,26,,,25,94,85,78,22,,39,,,37,93,8,14,12,,,,,10,87,43,,2,16,6,21,,88,92,33,40,43,89,,19,83,,48,46,96,16,,97,,,,,7,88,,,46,13,16,,41,48,,,23,87,,,4,75,100,,11,,55,69,,,89,,,6,,54,57,41,
user2651019089,56,72,4,15,,40,,77,57,31,,84,9,,,86,,0,10,,,68,56,,,24,85,90,,,84,70,,18,4,82,,43,20,59,,59,80,,,22,62,100,67,79,4,80,16,,33,76,1,,42,30,24,,,10,,13,6,82,24,64,51,71,70,59,72,,,78,,,,,85,73,,,27,17,56,,31,81,54,59,34,51,80,82,87,88,83,46,71,31,,90,53,,97,,10,37,,51,98,,98,,78,85,8,52,16,,,32,,,64,,60,95,47,5,,91,,36,47,,,,98,,91,,,,70,,77,46,46,,,48,76,19,88,15,65,97,24,,7,,,,17,19,32,29,,,,0,,59,47,,9,,40,40,,,0,15,34,7,39,,94,100,98,67,87,94,,80,,53,6,50,0,11,,53,20,9,38,71,2,68,55,42,23,56,55,15,36,79,30,,57,,,57,95,22,67,,75,,,86,,88,,42,75,,1,47,43,37,58,44,47,,,52,51,,68,35,,56,9,,28,73,,0,67,,20,,,,51,,33,96,38,,,11,83,8,9,,,,,37,28,,14,59,,6,,24,,28,18,64,,5,42,47,,48,0,10,,44,56,14,11,35,,,5,10,74,94,,,15,33,,93,73,,,,,91,,89,32,26,14,55,,27,,,3,8,12,17,52,54,,28,8,36,96,40,16,,,87,,38,55,66,97,93,,,,,33,,26,,59,16,9,47,21,22,100,37,,,73,28,,,98,,,13,,,70,,,55,7,16,56,,37,99,32,,87,50,85,49,33,,,,50,,,88,,96,35,43,55,86,73,65,,3,5,,89,70,,55,,,99,,,74,97,43,13,,16,,37,,91,,61,61,,79,62,85,26,2,,76,35,,,,77,35,76,,32,85,,37,41,,58,88,,27,52,13,51,78,,41,100,47,97,29,84,91,31,86,62,,28,,,82,18,,40,27,20,100
user3309528943,28,66,,23,72,,,51,,56,78,57,4,80,,,30,22,57,65,30,99,97,,18,2,45,30,11,10,40,33,14,29,43,42,,,72,1,57,37,,19,66,74,29,46,,87,19,46,56,,,79,,14,,19,23,15,49,,54,41,67,54,2,52,,3,,39,2,97,,15,22,,2,,,,33,83,94,80,85,50,,95,69,,85,,34,97,92,,,17,36,,6,,99,79,26,65,44,63,92,95,76,,,89,76,64,,13,90,89,,96,75,97,,28,9,,,62,81,19,,29,,84,16,61,22,78,62,,12,93,,41,,37,,33,68,19,,80,0,42,61,18,44,,,11,,,5,15,,17,40,41,19,54,12,,61,,93,,97,,,38,1,1,,,33,26,,15,39,81,,77,,91,85,12,35,,3,43,91,40,51,,32,26,66,,,,,63,,14,74,33,50,14,88,50,94,45,,17,56,32,71,59,39,87,5,38,79,,88,,8,9,55,,70,78,49,,10,,,21,,37,,11,100,38,,,,80,,,41,0,,43,1,,98,46,,35,13,45,6,,56,,,71,2,17,60,,75,,,69,8,,,30,27,3,99,97,60,47,4,,,,36,54,95,20,20,80,19,87,25,95,,81,,7,85,42,,88,76,11,46,,,,0,40,,,57,,1,71,,93,,88,,90,3,88,,100,3,24,30,90,47,94,51,10,5,,,97,,70,92,51,,,84,41,12,48,57,48,,25,,47,98,,82,,,58,70,81,43,,88,,0,1,,,88,62,64,27,30,5,,,68,35,,15,,,16,,34,86,,44,98,94,6,11,7,16,40,4,,,,55,61,73,35,,46,76,,56,18,,18,,26,,74,25,11,,80,,64,2,91,7,,79,56,,,38,,70,28,53,,,93,10,94,,83,,59,0,41,,7,66,59,,,45,,31,,43,70,96,,78,99,,1,76,,41,54,,,10,,34,,98,64,
user2093253447,,59,95,,65,57,52,42,56,90,19,24,55,65,,5,47,94,56,86,,,30,,43,,,,59,71,39,30,,30,,3,50,50,21,,4,0,,31,8,53,25,78,98,65,,99,30,,,99,91,42,62,61,,70,,91,84,65,85,60,21,,97,19,,,79,69,35,83,48,30,,81,69,,74,,87,,,59,59,96,72,20,,,18,39,,92,,,,,34,36,,96,41,,99,86,39,,5,34,9,,59,22,78,96,79,71,14,32,50,56,88,99,,88,58,49,8,78,,99,,,14,56,88,27,,,,,72,57,12,49,16,83,87,,,22,,46,26,,,,89,,,51,15,,8,,97,94,,,82,,54,9,,,11,89,90,,85,57,65,67,88,78,,57,0,,,,,,,30,35,52,,0,76,,24,3,,6,3,7,62,,67,,,52,,93,17,,,51,39,,36,,82,58,11,97,75,48,,,,67,64,,,,9,43,,23,31,68,45,,,89,,81,36,92,65,95,,13,,45,,82,,81,,22,21,61,98,,81,53,,,77,,,71,83,47,,28,87,34,,61,,,92,60,,,,9,,,63,10,,,93,5,46,68,90,76,60,39,66,60,19,92,,32,40,,,,24,43,96,,68,12,27,,41,36,25,27,7,39,56,15,73,70,,,57,,18,92,65,55,79,,82,57,49,,,25,98,,54,,93,94,31,30,94,57,,32,,46,54,59,70,,78,,39,1,82,2,6,17,40,96,33,69,7,56,,11,43,19,3,,,,52,95,30,9,30,39,71,63,,13,79,,74,38,,,27,12,29,32,,24,60,,,56,,,,3,84,88,46,63,,41,,,93,,,,,,,,,7,,,,77,46,,,,0,16,,90,23,33,45,12,,27,,94,75,44,70,62,100,97,,,47,,92,,24,84,65,11,59,42,28,,56,77,23,,,59,89,1,48,26,35,91,52,21,20,56
user4241815636,43,54,2,48,,,,55,86,,11,,,,,14,,0,92,8,,28,66,82,55,86,39,86,5,48,14,7,75,54,68,,7,,44,,32,24,22,19,,81,51,36,28,98,,44,2,99,88,,7,,79,0,,14,,77,60,,12,,,54,66,,,,,93,,,78,25,,,14,8,98,92,50,61,,27,,82,89,,,,59,59,,36,76,,15,,54,85,38,,,80,88,81,67,,81,,,10,28,81,,80,76,40,36,68,55,,77,85,30,,98,13,8,,90,,5,8,45,53,30,,,91,6,,91,43,24,,1,22,,,44,22,50,20,,75,18,44,14,17,91,,43,54,,80,73,94,94,15,31,97,,84,40,2,61,,76,8,78,,11,75,45,27,59,91,55,53,13,1,11,92,27,37,,6,73,97,76,,93,,77,65,48,,93,33,39,99,50,17,94,20,,34,,,,66,,20,96,7,,70,82,,8,68,65,7,70,,82,35,,88,78,,84,,55,86,89,27,58,93,68,,67,,,71,22,9,3,,53,,38,67,39,9,,3,,64,68,,,14,57,,56,,,48,9,,50,91,98,,67,17,94,91,44,,,,19,53,26,42,92,89,62,43,12,,41,36,26,,67,86,,,29,32,96,,,83,,54,24,48,,78,,57,,17,42,,,96,5,84,,,45,26,46,,8,99,19,81,99,,34,,,75,33,41,,40,,43,88,99,92,,45,,84,5,97,,30,20,11,,98,,67,4,,38,27,58,93,,33,43,91,66,13,80,36,,72,,13,90,,48,,,48,,82,,39,94,34,98,,,74,84,73,85,75,,,,48,90,12,74,1,59,,60,91,23,40,26,56,89,94,76,52,,50,81,43,,,,66,,80,,38,,66,,68,77,,95,,,82,35,87,61,62,,46,27,,,89,0,,51,,,,96,6,65,89,,92,65,,48,27,6,53,48,,91,98,98,,48,68,50,59,85,4,97
user3327292172,79,,61,31,,73,80,,,,17,,15,,66,,,,30,9,,,2,20,,57,,12,,16,,12,77,75,,3,29,,14,29,14,62,1,,52,50,83,6,43,41,56,61,75,15,92,74,,9,,39,,13,,15,40,4,0,88,54,80,,,,0,44,79,48,43,25,,94,65,28,,70,52,85,,29,46,80,29,92,73,96,9,60,29,21,56,12,41,45,,,,40,19,,84,1,,5,28,34,75,95,29,18,,36,15,0,,,,,54,92,,67,71,40,,9,72,66,83,76,2,93,98,94,61,99,40,,36,,81,34,73,49,64,30,96,91,,23,1,10,13,92,74,13,,45,59,75,,53,49,,70,94,,80,97,38,26,10,97,47,98,61,17,,82,,,99,97,61,,72,56,83,,88,,,,,,78,,56,23,30,77,22,55,99,21,3,,,23,13,30,7,,96,,48,17,80,48,40,,,,,,71,7,99,,31,,40,24,,64,47,,,,,7,,91,11,88,54,40,78,76,93,70,,33,10,2,62,47,91,72,,,2,21,66,,,25,,58,,78,55,77,86,52,,34,,,63,74,19,,76,,,90,45,6,19,,23,46,,56,95,68,42,93,,13,,60,,,,42,15,62,,0,1,38,,99,,63,,39,,74,,0,0,22,,8,81,96,36,64,97,37,7,39,82,,43,,,73,2,,26,36,79,85,4,,,49,100,17,,43,6,61,,1,,31,62,,93,70,20,18,,79,84,,50,57,72,17,,,,64,,17,,99,74,62,90,84,81,,24,,93,,42,,37,96,73,57,15,,,44,26,,48,,59,73,91,,24,,20,,86,,84,89,27,,83,15,,,,,25,,69,68,91,,,,19,,54,17,48,,51,59,,,,45,20,89,,92,5,,33,28,93,1,,55,5,,53,81,,28,98,,46,,,48,20,40,,94,35,78,53,63,26,85,31,52,,16,78,89,,,,
user2961307742,,69,,93,75,24,,79,,16,31,11,43,,96,60,,82,51,,81,,,28,9,,81,83,25,35,42,73,77,44,60,78,58,76,,73,,,79,,,11,,38,,76,34,65,,,73,12,,60,24,52,86,34,,,58,,,26,,65,52,,94,,,59,48,,93,,59,2,26,,,22,47,87,,,,31,,72,62,89,,73,40,89,,93,63,,,6,9,98,,,,,,57,,77,,,87,54,98,52,26,25,38,34,,34,,72,,65,,,35,89,60,46,49,65,0,,49,71,,65,47,,83,,44,46,82,,62,53,62,82,4,78,81,,,87,70,100,22,,35,85,,,98,0,74,60,,65,,34,81,,,7,,31,,14,,12,,3,,,,,,48,,,55,86,,45,40,45,56,,50,,31,92,61,61,50,5,62,90,29,,,,,92,34,38,70,54,,4,65,35,,26,37,90,,65,,84,34,12,71,94,,99,47,16,49,,,89,42,85,,18,44,,6,,43,99,,8,,76,45,,45,57,63,56,,65,68,,,79,85,66,48,,91,,72,,,98,14,67,,28,,98,35,15,56,91,40,44,,10,12,,29,,23,5,80,34,88,30,85,52,51,22,47,3,25,31,49,60,,18,57,99,,35,33,74,89,100,,40,,7,6,24,31,14,,,44,,0,50,,35,,11,56,,81,83,27,,83,39,10,,4,100,,40,,76,3,,46,39,,38,,93,58,21,38,,20,92,,4,,,83,53,,100,38,,75,97,83,,63,34,41,6,33,14,42,,9,2,43,78,23,0,30,12,20,,87,78,,,64,,,,31,8,70,,,58,8,,86,73,28,22,22,26,22,,,,,19,69,14,34,,10,,68,23,9,43,,42,,,,55,,29,12,47,62,21,27,60,77,50,73,8,75,6,17,,8,40,9,47,,52,90,,45,100,40,7,13,,18,25,96,,,33,16,92,100,87,20,26,,44
user3314505418,97,61,5,52,,94,,8,57,7,56,,23,91,,,75,64,,,,,58,21,86,34,4,68,,,33,,94,60,,79,91,31,14,42,,96,,37,15,58,63,81,,,16,62,20,59,,61,,55,62,70,99,39,76,89,68,,92,29,26,10,,88,,30,97,,,62,,21,,86,9,74,32,,24,8,58,,,8,35,46,39,69,95,57,56,89,,87,93,,,,,94,,61,,25,,55,8,67,49,56,,34,40,48,,89,7,13,37,49,86,,,84,,,30,92,87,88,,,28,44,15,,83,86,,55,13,,53,19,12,,,70,91,,,7,68,,34,,77,,,,,13,,48,98,,5,5,91,6,74,,,76,99,,13,,98,22,,52,68,39,38,94,28,62,3,72,,50,35,,97,39,97,16,,,62,,,60,29,64,62,46,71,46,63,,4,,58,,44,33,,,50,43,86,27,35,,,86,,,6,,,,57,13,,,,29,78,68,45,2,65,88,5,,43,,10,,,,28,39,22,,21,14,,7,22,86,50,41,,16,,47,84,,,,27,,33,,71,,,,7,37,,,92,69,,76,,,,,,1,,93,98,92,,99,67,,,,,49,,30,91,,1,,91,,,,79,,36,,14,,,100,75,100,43,,64,,7,,,,24,1,73,16,84,8,6,5,,72,,56,56,65,16,,80,,,,,58,,59,5,46,73,50,65,77,,,7,60,57,30,,27,71,94,91,49,42,83,46,,98,71,83,,8,,61,10,12,2,98,36,,18,47,,,,96,97,6,,,22,69,31,24,14,99,61,,8,85,52,,92,21,17,72,0,77,80,9,62,,65,86,,2,5,93,,,,70,44,11,24,4,,71,52,,68,0,63,55,16,7,,86,,17,38,14,10,39,79,54,69,,17,5,17,52,,,80,77,,37,70,89,,99,92,,38,41,,21,65,49,9,48,50,23,48,25,8
