Q52,Q440,Q217,Q266,Q423,Q393,Q284,Q351,Q199,Q6,Q298,Q478,Q36,Q264,Q276,Q404,Q329,Q20,Q183,Q229,Q367,Q111,Q490,Q495,Q426,Q110,Q211,Q81,Q342,Q218,Q369,Q372,Q293,Q391,Q51,Q364,Q382,Q460,Q70,Q422,Q172,Q238,Q256,Q128,Q389,Q491,Q431,Q155,Q397,Q71,Q335,Q330,Q310,Q483,Q76,Q126,Q253,Q411,Q485,Q304,Q383,Q338,Q327,Q254,Q139,Q3,Q488,Q425,Q477,Q117,Q141,Q230,Q314,Q449,Q358,Q403,Q463,Q282,Q416,Q197,Q255,Q64,Q499,Q474,Q243,Q10,Q317,Q278,Q73,Q302,Q443,Q114,Q344,Q301,Q85,Q270,Q280,Q346,Q414,Q316,Q22,Q249,Q152,Q245,Q471,Q209,Q455,Q466,Q406,Q233,Q1,Q63,Q444,Q459,Q498,Q50,Q147,Q159,Q482,Q24,Q98,Q475,Q362,Q54,Q447,Q279,Q267,Q328,Q82,Q341,Q287,Q286,Q241,Q221,Q19,Q356,Q347,Q167,Q340,Q412,Q271,Q376,Q178,Q387,Q326,Q295,Q38,Q226,Q315,Q401,Q27,Q476,Q187,Q448,Q171,Q202,Q312,Q421,Q150,Q418,Q186,Q359,Q453,Q419,Q437,Q277,Q242,Q288,Q60,Q469,Q72,Q388,Q175,Q32,Q240,Q62,Q97,Q224,Q313,Q337,Q119,Q489,Q405,Q216,Q456,Q138,Q58,Q120,Q203,Q381,Q269,Q417,Q451,Q467,Q41,Q207,Q200,Q170,Q262,Q380,Q432,Q65,Q112,Q222,Q308,Q348,Q441,Q88,Q129,Q184,Q46,Q75,Q247,Q415,Q2,Q136,Q56,Q368,Q446,Q427,Q409,Q17,Q7,Q289,Q439,Q83,Q33,Q244,Q234,Q385,Q47,Q470,Q57,Q5,Q332,Q101,Q465,Q400,Q122,Q350,Q274,Q407,Q177,Q109,Q291,Q220,Q193,Q86,Q309,Q92,Q237,Q457,Q435,Q77,Q180,Q294,Q78,Q8,Q14,Q377,Q113,Q275,Q23,Q357,Q352,Q487,Q311,Q149,Q479,Q331,Q144,Q169,Q481,Q305,Q472,Q74,Q398,Q194,Q4,Q29,Q354,Q118,Q140,Q214,Q153,Q392,Q137,Q268,Q176,Q384,Q390,Q9,Q164,Q18,Q103,Q235,Q333,Q321,Q100,Q420,Q198,Q227,Q145,Q325,Q80,Q104,Q363,Q79,Q90,Q299,Q210,Q135,Q69,Q436,Q413,Q300,Q61,Q123,Q42,Q261,Q142,Q26,Q251,Q179,Q99,Q371,Q133,Q116,Q108,Q292,Q94,Q394,Q223,Q146,Q16,Q375,Q212,Q486,Q191,Q205,Q236,Q353,Q429,Q228,Q181,Q107,Q248,Q204,Q434,Q473,Q497,Q160,Q106,Q43,Q213,Q355,Q91,Q370,Q493,Q458,Q492,Q366,Q306,Q252,Q13,Q379,Q395,Q259,Q433,Q349,Q161,Q0,Q37,Q45,Q263,Q343,Q102,Q462,Q151,Q272,Q378,Q174,Q96,Q188,Q185,Q67,Q158,Q127,Q402,Q322,Q424,Q494,Q40,Q208,Q361,Q438,Q360,Q87,Q28,Q365,Q320,Q182,Q283,Q48,Q195,Q334,Q285,Q445,Q168,Q162,Q265,Q318,Q442,Q246,Q134,Q125,Q215,Q166,Q319,Q192,Q399,Q374,Q410,Q105,Q250,Q44,Q131,Q201,Q31,Q324,Q290,Q189,Q336,Q231,Q281,Q15,Q21,Q55,Q143,Q39,Q307,Q89,Q165,Q95,Q232,Q157,Q196,Q260,Q34,Q303,Q173,Q454,Q297,Q258,Q163,Q396,Q480,Q239,Q464,Q115,Q273,Q25,Q156,Q296,Q11,Q121,Q53,Q93,Q219,Q468,Q323,Q430,Q496,Q12,Q68,Q190,Q154,Q345,Q59,Q66,Q35,Q408,Q30,Q461,Q124,Q339,Q49,Q132,Q428,Q206,Q452,Q484,Q225,Q84,Q130,Q148,Q386,Q257,Q373,Q450
user1077539513,15,75,44,40,39,40,91,22,72,11,78,60,90,3,14,33,12,82,85,87,53,2,88,89,58,,,,,14,58,17,15,,,,,,,15,,,,,,15,90,,15,,15,15,,,90,,,,58,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,14,,16,90,90,,22,15,,15,,,,,,,,,,,,,,,,,,,15,,,72,,40,,15,15,,,,,,,,,,58,44,,15,,,,,,,,,,,,13,,,,15,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,,,,90,90,,,,,,,,,,,,15,,,,15,,,,,,,,,,,,,,,14,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,14,,,,,,,15,,,,,,,,,,,,,,15,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,90,15,,,,,16,,85,,,,,15,,,,,,,,,,,,,,,,15,,90,,,,,,,,,,,,,15,,45,,,15,,,,,,,90,,,,15,,,,,,,40,,,,,,,,,,,15,,,58,,,,,,,,,,,,,,,,,,,,40,,15,,40,,,,,,,,,,,,,,,,,,,,22,90,,,,,14,,,,,,,,,,,,22,,,,,,,,,22,,,,,,,,,58,,15,,,15,,,44,,,,,,,,,,,,
user2838088708,46,73,20,92,11,92,16,97,79,60,0,86,92,94,23,69,84,48,17,59,50,46,40,6,53,21,45,92,23,,,,74,,,,,,,,,,,,,,,,,,,,92,20,,,,,20,,,,,,,,,72,,11,,,,,,,,,,,,,,,,,,,,20,20,,,,,,,,,,,,,,,,46,,20,,,,,,,,,,48,73,,,92,46,,,,,,,,,,,,69,73,,,,,,,,,,,,,,,,,71,,,73,,,,,,,,,,,,,,20,,,,,,,,45,,,,,,,,,,,11,,,,,73,,,,,,,,,,,,,,,,73,,,75,92,,,,11,,,20,,,,,,,,,,,,46,,,,,,,92,,,,46,,,,46,,,,,,,,,,73,,,,,,,97,,46,45,,,,,,,,,,,,,,,,,,,,46,,,,,,46,,,,,,,46,,73,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,46,,46,73,,73,,44,,,,11,,,,,73,,,,,,,,46,,,,,,,,20,73,,,92,,92,46,,,,,,,,,,,20,,,20,,,,73,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user2306387020,76,91,42,80,11,35,1,74,99,42,80,77,85,71,,,,,,,,,,,,11,,,,,,,,,,71,,,,80,1,,43,,,,,,,,,,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,,,76,,,,1,,,76,,,,,,42,,,,,,,,,,,,,,,,,,,80,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,1,,,77,,,,,,,,91,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,1,75,,,,41,,,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,77,,,,,,,,,,,71,,,1,,75,,,,,,,,,,71,,,,,,,,,,,,,,,,11,,,,75,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,42,,,,,,77,,,,,,,,,,12,,,,,,11,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,1,77,,,,,,,,,,,80,42,,,,,,,,,,,,,,,,,,,,
user4213809200,63,85,7,8,88,87,8,4,58,19,61,42,71,70,3,74,31,39,82,0,11,18,17,42,17,72,68,2,88,,,,,,,,,88,,63,,8,,,,,,,,,,72,,,,,,,,8,,8,,,,,,,88,,,,17,,,,,,,,,,89,88,,,,,,,,,,,,,,,,,,,,,,,,,88,,,72,,,,,88,,,,,,,,,,,,,17,8,,,88,88,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,63,,,88,,,,68,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,88,,,,88,8,,,,,,,,68,,,88,,,,,,,,,,17,8,7,8,,,,,,63,,,,31,,,,,,,,,,,,88,,,,,,88,,,,,,,,,,,88,39,,,,,,,88,,,17,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,39,,,,,,,88,,,,,,,,,,,,63,,,,,,,,70,,,84,,,,,,,,,,,,,,,,,,,,,8,,,,,8,,,,88,,,,,,,,,85,,,8,,17,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,86,,,,,,,,88,,,,,,,,,,,,,,,,,,,85,,,,,,,,,7,,,,,,8,,,,,,,,88,,,,,,,
user3730431099,43,93,90,53,8,52,28,64,56,12,7,80,20,28,36,61,26,11,96,75,76,7,38,24,88,79,88,33,14,,90,,,,,,43,,93,,,,90,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,43,,,,,,43,43,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,28,,,,,,,,,93,,,,,,,,53,,,,88,,,,,,,,,93,93,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,93,,43,93,,43,,,,,,,,43,,,,,,,,,,,,,,,93,,,,,,,,,,80,,,,,,,43,,,,,,,,,,43,,43,,,,,,,,,33,,,,,,,,,,,75,,,,,,93,,,,,,,93,,,,,,,,,,,80,43,,,28,,,,,,,,,,,,,,,,,,,,,,53,,,42,80,,43,,,,,,93,,,,,,,,,,,,43,43,,,,,,,,,,,,,,,,,,,,,33,,,,43,,,,,43,,,,,,,,,,,,,,,,,,,,43,75,,,43,28,,,,,75,,88,,,,,,,,28,,,,,,,,,,,,,,,,,42,,,,,75,,,43,,43,,,,28,,,,,80,61,,,,43,,,,,,,
user1691455853,39,68,99,98,98,16,82,1,32,32,44,3,95,10,62,93,63,99,17,43,61,8,33,100,53,2,,,,,,,,,,,,,,,,,,,,,68,,,,,,,,62,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,38,,98,68,,,,,,,,,,39,68,,,,,39,,,,,39,,,,,,,,,,,,44,,,,,,99,,39,,,,,,,,,,,,,,,,,,,,63,,,,,68,,,,,,,,40,,,,,41,,,,,3,61,,,,,,,,,,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,39,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,61,62,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,39,,,39,,,,,62,,,,,,39,,,,,,,38,,62,,,,,,,,,,,39,,,,39,,,,,,62,,,,,,,,,,,,39,,,,,,,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,,,,,39,,,,,,,,,
user3088523828,48,39,97,60,31,43,82,67,23,73,40,84,81,30,100,86,40,58,95,49,17,71,31,69,74,36,41,36,93,0,34,2,,,,,,,,,,86,,,,,,,,,,,,,,,,,,60,,,,,,,,,39,,,,,,,,,,,,,,95,,,,39,,,,,,,,,,,60,,,,,,,,0,,39,,,,,34,,,,,,,,,,,,,,,,81,,,,,48,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,,,,60,,,31,,,,,,,,,,,,,,60,,,,,,,,,,,49,47,,,,,,,,,,,,95,,,,,39,,,,,,,,,,,,32,,39,,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,31,,,,,,,,,,,97,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,39,,,,,69,,,39,,,,,,,,,,39,,,60,,,,,,,,,,,,,39,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,,,
user3304339819,47,88,25,81,42,14,10,15,91,4,34,42,0,41,32,84,53,78,22,56,12,100,11,2,11,34,27,72,,14,,42,,,82,,42,,,,,,,,42,,10,,,,,,,,,81,,10,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,27,,,,10,,,,,,14,,,,,80,,,,42,15,,,,,100,,,,,,81,,,0,,,,,,,,,,,,,,,81,81,,,,,,,,,,,,56,,,,,81,,,,,,,,,,87,,,,,56,11,,,,,,,,81,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,56,,,,,88,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,56,,,42,,,,,,,,,,,,,10,,,56,,,,,,,,,,,,,,,,56,,10,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,81,,0,,,,,,42,47,100,,,,,,,,,42,,,,,,,,10,,,,,,,,,,,,,84,,,,,,,,,,,47,,,10,,,,0,,,,,,,42,,56,,,,,81,,,,,56,,4,14,
user2079394842,77,83,80,24,90,47,34,97,21,16,72,62,82,15,10,24,85,33,87,8,31,15,54,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,90,,77,,,,,,77,,97,,,,77,,77,,,,,,,,21,,,,,,,,77,,,,,,,,,77,,,78,77,,,15,,,,,,,,,,,,,,,,,,,,,80,,,80,,,,,,,,80,,,,,,,90,,,,,,90,,,,90,,,,,,,,,,,,,,,,,,,,90,,,,,,,,77,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,90,,,,,,,,,,,,80,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,,,62,80,,,,,,,,77,77,,,,,,80,,,,,,,,,,77,,,,,,,90,,,77,,,,,,,,,,,,,77,,15,,,,90,,,,,,,77,,80,,,,,,,,,,,77,,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,54,,,,,,,,,,,,,54,,,,,,,15,,,,,77,54,,,,80,,,,,,,,,,8,,,,,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,
user2157099229,26,6,66,98,13,11,13,11,58,71,15,32,50,78,8,74,50,46,41,98,92,46,74,98,44,28,72,38,44,25,34,3,67,6,96,82,37,99,13,48,34,73,,,,,26,,,,,,,,,41,13,,,,,,,,,,,,,,,,,32,28,,,,,,,,,,,,28,,,,,,,,,,,,,,,25,,,,37,,32,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,,,98,,,,,,,,,,,82,,,,,,98,,,,,,,,,,,82,,,,,,,,26,,,13,,,,,,13,,,13,,26,,,,,,,,,,,,,27,28,,,,,,,,,,,,,,,66,,,,,,6,,,,98,,,,,46,,,,,,,,38,,,,,,,,8,,,,,,,,,,,,,,98,,,,34,,,7,,,,,,,,6,,,,,,26,,,,,,,,,,,,,6,,,66,,,6,,,,,,,,,,,,,,,,,,,6,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,66,,,5,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,46,26,,,,,92,,,,,,,66,,,,,,,,,,,,,,,,28,,,28,28,,,,,,,,,,,66,,,,,,,,,,,46,,,28,,,,,,,,,,,,,,,,,,,,,5,,,,58,,,,,,,
user3483465540,48,50,62,47,60,8,82,84,71,19,26,8,46,61,69,14,53,20,34,65,37,,,,,,,,,,,,,,,,,,,47,84,,,49,,,,,,,,,,,,,,,,,62,,,,84,,,,45,,,48,,,46,,,,,,,,,48,,,,62,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,34,,,,,,,,,,,,,,,48,,,,,,,,,,,48,48,,,,,47,,,,,,,,,,,,,,,,,,,,,,47,,,,,,,,,,47,,,,,48,,,,,,,,,,,,,,,,48,,,,,,,,48,,,,,,,,,,,,48,,,,,,,,48,,,,,,,,,,,,,,,,,84,,,47,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,47,47,,48,,,48,,47,47,,,48,,,,,,,,,84,48,,,,47,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,49,,,,,,,,,,,,,48,,,,,,,,,48,,,,,,48,62,,,,,,61,,,,,,,,,,,48,,,,,,,,,,,,61,,,,,,47,,,,,,,,,,,,,,,84,,,,,,,47,,,,,47,,84,,,,
user534296575,89,55,0,74,48,75,70,58,80,14,79,71,58,43,35,87,5,60,13,60,60,41,6,67,57,97,64,5,89,77,53,94,84,21,75,62,94,22,84,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,80,,,,,,,,,0,90,,,,,,,,,,,,,,,,,,55,,,,,58,,,,,,,,,,,,0,,,,84,,,,,,0,,,,,,0,,,,,0,,,,,,,,,,,,,67,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,94,,,,,,,,,,,,,,,,,,,,43,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,0,,,,,,,94,,,,,,,,,,,53,,,,0,,,0,,,,,13,,,80,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,13,,,,,,,,,,,0,,,,,,,,,,,,,,
user3474845116,20,75,2,55,12,42,90,82,83,7,37,68,2,24,44,29,,,,,,55,,,,,,,,,,,,,,,,75,,,,,,,,,75,77,2,55,,,,,,,,,,,,90,,55,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,37,,,,,,,,20,,42,,,,7,,,,,,,,,,90,,,42,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,2,,75,,,,,,,,,,,,,7,,,,75,75,75,,,,,,,,,,,,,,,,,,55,,42,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,55,,,20,,,,,,,,,,,,,,,,,42,,,,,,,,2,,,,37,,,,,,,,,,68,,,,,,,,,,,,42,,,,,37,,,,42,,,,,,,,,,,,,,,42,,,42,,,,20,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,42,,,,,,,,,,37,,,,,,,37,,37,,,,,,,,,,,,,,,,,,,,,,75,,,,75,,,,20,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,75,,,,,42,20,,,,,37,,
user2539607254,82,24,90,86,57,62,59,91,6,26,30,44,47,66,43,81,68,83,36,33,33,50,44,86,83,82,82,,,,,,6,,,86,,,,,,,,,,82,,,,,,82,,,,,44,,,,,,,,,,,86,,,,,,,,,,,,,,,,82,,,,,,,62,,,,,,,86,,,82,,,,,,,,82,,24,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,,,,,,26,,,,,,86,,,,,,,,,,,,,,,,,,,44,,,24,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,26,,,,,,,,,,,,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,82,,82,,,,82,,,,,62,82,,24,,,,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82,,,,,,,,,,,,,,44,,62,,,,,,,,62,,,,,,,,,,,,,,,,,24,,,,,,,,,,,82,,,,,,,,82,,,66,,,,81,,,,,,,,,,,,,,,86,,,,,,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,,,,,,44,,,,,,,,,,,44,,,,,,82,,
user618436657,85,60,90,22,27,88,36,22,3,13,32,8,21,36,77,83,,,,,,,,,,,88,,,,,36,,,,,,,,,22,,,,,,85,,,,8,,85,,,,,,,,,,,,,32,,,,,,,,,,,27,,,,,,,,85,,,8,,,,,,,,8,,,,,,,,,8,,,,,,21,,,,85,,,,,,,,,,,22,,,,77,,,85,,,,,,,,,,,,,22,,,,85,,,,,,,21,,,8,,25,,,,,,,,,,,85,,,,,,36,,,22,,,,,,,,,,,,,,,,,,,,8,,,,,36,,,,,85,,,,,,,,,,36,,,,,,,22,,22,,,,,22,,,,22,,,22,83,,,,27,,,,,,85,,,,,,,,22,,,,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,21,,,,,,,,,,36,,,,,32,,85,,,22,,,,,,22,,,,,,,36,,,,,,,,,,,,,,,,,,,21,22,84,,,,,,,,,,,,,,,,22,,,,,,,,,,,,88,,,,,36,,,,,,,,,36,,88,,,,,,,,,,,24,,85,,,,,,,,,,,85,,,85,,85,,,,,8,,,,,,,,,,,,,,22,,,,,,,,,,,,,22,,,,,,,,,,,,85,,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
user2937835727,98,19,60,9,53,35,62,65,2,44,37,59,92,16,35,50,81,19,32,,,,,,,50,,,,,,,98,,,,,,,98,,35,65,,60,,,,,,,,19,,,,,,19,,,,,,,,,,,,,,,,,,,,,,16,,65,,,,,,,,,65,,,,,,,,,,60,,,,,,,,,98,,,,9,60,,60,,,,,,,,,,,,,,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,50,,,,,,60,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,98,,,,,,,,60,,,,98,,,65,,,,37,65,,,,65,,,,,,,,19,,60,,16,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,98,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,,60,,,,,,,,19,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,18,98,,,,,,9,,,,60,,,,,,,,,,,8,,,60,,,,,,,60,,,,,21,,,,,,,,,,,,,99,,,,,,16,,,,,,,98,,,,,,,,,98,,,,,
user3336548069,71,90,54,19,1,25,44,64,32,89,38,2,87,16,84,46,47,19,41,64,42,78,15,86,56,38,,,,71,,19,,,15,,,,44,,,,,,,,,,,,,,,,,,,,,19,,90,,,19,,,,,,,,90,,,,,,,,,,91,,,64,,,,,,,,,,,,,,,,,19,,,,,,,38,,,15,38,,,,,,,84,,,,19,,,,,,,,,,,,,,,,,,87,,,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,19,,,,,71,71,,,19,,,,,,19,,,,,,,,,,,,,,38,,55,,,,,,,,,,,,19,19,,,,,,,54,,,,,,,,,,,,,,,,,,,25,19,,,,,,,90,,,,,,,,,,19,,,71,55,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,19,,,,,,,,,,,46,19,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,19,,,,71,,,,,54,,,,,,,19,,,,,,,,,,,,,,,,,54,,,,,,,78,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,86,19,,,,,,,,,,19,,,,,,,,,,,,,,,,44,54,,,
user3364413398,97,55,50,10,72,28,31,74,0,33,2,93,54,7,38,14,24,,,,,,,,,,,,,,,,,72,,72,,,,,,72,,,,,,,,,55,,,,,97,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,55,,,55,,,72,,10,,,,,,,,,55,,,72,,,,,55,55,,,,,,,,,72,,,,,,,,,,,,,,50,,,55,,,,,,,,55,,72,,,,,55,,,,,,,,,,,,55,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,38,,,55,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,54,,,,7,,,,,97,,,,,97,,55,,,,,,,,,,,,,,,,,,55,,,,,55,,,,,,,7,,,,,,,,55,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,,,,55,,55,,,,,,,,,,54,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,55,,97,,,,50,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,,,,,72,38,,,,,,,,,,,,,72,,,97,,,,,,
user4198136355,54,39,81,28,75,13,73,51,39,21,34,4,67,46,9,65,53,98,89,14,17,36,58,81,,39,,,,,,,,39,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,21,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,,,,,,,,,,,,,,37,,,,,,,37,9,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,54,13,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,9,,,,,,67,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,51,,,,,,,54,,21,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,67,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,
user442750106,64,30,63,21,91,82,81,28,93,51,15,67,93,54,46,16,76,38,28,95,20,61,84,54,58,65,35,13,95,1,95,39,11,93,54,53,94,,,,64,,64,,,,,,,,,,64,,,,64,,,,15,,64,,,,,63,,,,,,,,,,,11,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,65,,,,,,,,,,,,64,64,,,,,64,64,,51,,,,,,,,,,,,,,,,64,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,64,64,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,64,64,,,82,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,38,,,,,,,,95,64,,,,65,64,,,,,,,,,,,,,,,,,,,,81,63,,,,,,,,65,,,64,,,,,64,,,63,,,,,,,,65,,21,,,,,,,,,,,,,,,,,64,,,,,,63,15,,,,,,,,,,,,64,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,65,,,,,,,,,,82,,,,,,,,,,,,,64,,,,65,,,,,,,,38,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,64,,,,,,,,,,,,,,,,,,,,,,
