Q240,Q318,Q475,Q388,Q112,Q380,Q321,Q130,Q160,Q70,Q89,Q305,Q43,Q222,Q95,Q345,Q445,Q11,Q93,Q23,Q140,Q496,Q241,Q44,Q448,Q207,Q165,Q248,Q495,Q176,Q25,Q271,Q487,Q78,Q188,Q5,Q278,Q347,Q420,Q353,Q369,Q230,Q197,Q199,Q297,Q79,Q158,Q32,Q61,Q253,Q170,Q292,Q460,Q56,Q60,Q414,Q288,Q12,Q108,Q458,Q450,Q169,Q357,Q263,Q443,Q456,Q434,Q363,Q354,Q455,Q239,Q462,Q138,Q21,Q48,Q250,Q204,Q189,Q172,Q243,Q142,Q342,Q378,Q99,Q38,Q257,Q65,Q344,Q52,Q367,Q392,Q435,Q186,Q451,Q171,Q245,Q237,Q20,Q492,Q27,Q14,Q10,Q115,Q122,Q384,Q470,Q41,Q94,Q417,Q467,Q35,Q47,Q408,Q33,Q223,Q132,Q454,Q428,Q499,Q81,Q439,Q375,Q191,Q273,Q372,Q374,Q123,Q394,Q465,Q461,Q246,Q275,Q397,Q444,Q181,Q338,Q262,Q254,Q175,Q425,Q224,Q468,Q153,Q366,Q114,Q437,Q225,Q220,Q272,Q226,Q4,Q282,Q433,Q67,Q310,Q452,Q264,Q401,Q19,Q212,Q274,Q228,Q483,Q198,Q6,Q68,Q92,Q98,Q260,Q251,Q281,Q219,Q83,Q340,Q2,Q320,Q7,Q476,Q111,Q421,Q311,Q1,Q296,Q314,Q234,Q84,Q233,Q104,Q205,Q143,Q174,Q64,Q287,Q319,Q177,Q316,Q488,Q141,Q151,Q209,Q213,Q362,Q134,Q299,Q194,Q100,Q270,Q107,Q69,Q121,Q497,Q195,Q339,Q432,Q431,Q289,Q333,Q206,Q426,Q74,Q391,Q126,Q238,Q201,Q59,Q361,Q422,Q286,Q295,Q71,Q145,Q469,Q40,Q385,Q405,Q154,Q148,Q133,Q277,Q156,Q290,Q163,Q490,Q131,Q326,Q303,Q39,Q244,Q101,Q57,Q196,Q30,Q396,Q436,Q474,Q13,Q323,Q157,Q484,Q75,Q331,Q109,Q162,Q0,Q412,Q124,Q440,Q214,Q447,Q328,Q309,Q348,Q85,Q446,Q144,Q150,Q315,Q258,Q473,Q478,Q66,Q28,Q45,Q116,Q464,Q135,Q493,Q400,Q72,Q301,Q322,Q457,Q86,Q302,Q404,Q203,Q265,Q106,Q96,Q284,Q379,Q471,Q37,Q152,Q73,Q218,Q352,Q187,Q110,Q36,Q370,Q395,Q173,Q459,Q327,Q441,Q472,Q266,Q413,Q34,Q215,Q192,Q242,Q15,Q341,Q120,Q50,Q211,Q276,Q364,Q168,Q129,Q179,Q182,Q247,Q87,Q386,Q403,Q125,Q406,Q178,Q482,Q349,Q365,Q202,Q8,Q217,Q77,Q399,Q335,Q485,Q358,Q411,Q381,Q389,Q155,Q62,Q208,Q407,Q383,Q479,Q427,Q252,Q466,Q46,Q356,Q360,Q368,Q304,Q423,Q82,Q185,Q402,Q180,Q308,Q359,Q136,Q193,Q88,Q97,Q491,Q351,Q103,Q373,Q393,Q105,Q330,Q26,Q382,Q337,Q390,Q498,Q166,Q118,Q235,Q371,Q494,Q438,Q256,Q343,Q18,Q346,Q332,Q424,Q146,Q24,Q227,Q317,Q294,Q29,Q184,Q298,Q293,Q42,Q55,Q22,Q429,Q279,Q159,Q409,Q267,Q58,Q16,Q119,Q449,Q167,Q54,Q249,Q216,Q261,Q183,Q329,Q231,Q49,Q285,Q190,Q324,Q210,Q90,Q291,Q17,Q127,Q312,Q137,Q410,Q306,Q416,Q398,Q221,Q419,Q387,Q334,Q232,Q313,Q161,Q377,Q453,Q128,Q200,Q31,Q481,Q280,Q269,Q229,Q80,Q283,Q259,Q355,Q336,Q307,Q477,Q3,Q113,Q9,Q418,Q117,Q255,Q91,Q268,Q76,Q139,Q63,Q350,Q53,Q442,Q486,Q300,Q236,Q463,Q489,Q430,Q147,Q415,Q51,Q149,Q480,Q376,Q325,Q102,Q164
user2603971956,31,12,92,1,75,70,21,45,3,6,36,0,17,8,0,84,65,97,64,26,81,40,28,67,86,51,54,7,10,94,61,59,21,78,84,10,66,71,51,69,96,92,53,93,47,68,73,98,,75,92,,,45,,12,,,,,,,75,,,,,,,,,12,12,,,,,,12,,,,,,,,70,,30,,,,,,,,12,,,,,,,,,,,,,,,,31,,45,,45,,,,,,,,69,92,12,,,96,,,,,,,,,,,75,75,,,0,,,,,,68,,,,,,,,,,,,,12,,,,,,,75,,,,69,75,,,12,,,,,,,,,,54,,32,,75,,,,,12,,12,,,,,26,,,53,,96,,,,,,,,12,,,,,12,,,,,,,,,,,,,92,,,,,,,,,,,,12,,,31,,70,,,,26,,,,,,12,0,,45,,,,,,,,75,,,,,75,,,,,75,,,12,,64,28,,,,,31,31,,,,,,,,12,,12,,,,,,,,69,,,,,,31,,,,,,,,,,,,,7,12,,,,,92,,,,,,,12,92,,,,,,,,,12,,,,,,,,21,,,,12,,,,21,,,51,,,,,,,,,,75,,,,51,,,,,,,,,,,75,,,,12,,,31,,,,,,,31,,,,,,,12,,,,21,,,,,,10,,,,,75,12,,,,,,,75,75,75,,,,,,,,,,,,75,,,,,68,,12,12,11,,12,,,68,,,75,,,12,70,,,,,,,,,,,,,12,75,,12,,,75,75,
user953811310,90,76,74,56,60,60,51,74,13,6,14,15,89,33,2,28,20,89,38,7,24,16,49,53,55,47,17,44,4,99,78,39,17,84,0,14,20,5,72,32,83,15,22,19,45,64,85,20,90,,,,,,,,20,,,,,,,,,,,14,,,,28,,,,,,,,,,28,99,,,,,,76,,,,,,,,,,76,,,,,76,,,,,,,,,,,51,,76,,,,,,,78,76,,14,,,74,,,,,28,,,76,,60,,,,,,,60,,,,,,,,,,28,,,,,,,22,,,60,,44,,,,,,,76,,,28,,,6,,,,90,,,74,,,,,,,,,28,28,,,,6,,,,6,,,,60,,,,76,,,,,,,,28,,85,,,,,,,,,,,,,,28,,,28,,,,,,,,,,,,,15,,76,,,,,,,,,,,6,,,,20,,,,,,15,,,,,,,,76,76,,76,,,,,,,,,,,89,,,,,99,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,90,,,,,,,,,,,,,76,76,,5,90,90,89,,,6,28,,76,,90,,,6,,51,,89,,,,76,,90,,,,85,,,,,,,76,,,76,,,76,,76,,,,,,90,83,,,,,85,,,76,,,,,,,,,,20,,76,,90,,,90,,,,,,60,,,,,,,6,,76,,,,90,,,76,,5,,,85,90,85,76,,,,,,6,,,,15,76,,,,,,,,,,99,,51,,,,,,,6,,,,,,6,,,,,,,,
user2051937198,68,70,65,96,74,93,90,11,62,94,20,87,65,11,37,71,46,17,19,63,1,63,76,32,23,59,10,75,38,70,9,68,93,42,9,0,13,85,97,16,10,81,92,37,93,,,,,,93,,,71,,,62,,,,93,,20,,93,,42,,,,38,20,,,68,,,,,,,,,11,68,75,,,,,,,62,,,,,,,,87,62,13,,,,67,93,68,,,,,,,,,92,97,,,,,,,,,70,68,93,,62,,,,85,93,,81,,,,,93,,87,,,20,,,,,74,42,68,,,,68,,,,,90,37,,,,,,,,,74,,93,,97,,,,,,,,,93,,,,,93,,97,,,93,,,,46,42,,,,,,,,93,87,,,62,,,,,,,,87,,,,,68,68,,62,,,,,,62,62,,,,,,,,20,,,93,,,,,68,,68,,,,,,,,,,,62,90,,,,74,93,62,,,,,46,,38,62,,,,,,71,,,62,,,,68,92,,,,17,68,,68,,,,92,,,,,,,,,,,,,,,87,,,,,46,,,,,,,,,,93,,,,74,,,65,,,,,,,93,,38,,70,,,,62,,,,,93,,,,,,,,,,68,,,,,46,,,,68,,,,,,,42,,,,,,,,,,87,,,,,,,,,,,68,,92,,,,,,,,,,,,,62,,,,68,,,,,,93,,,93,,,,,,,,,,93,,,,42,,68,,,,,,,,,,,,93,,,,,,,,93,,93,,65,,42,,,,87,,,68,,11,,,,37,,,,,,87
user4256182797,98,61,71,94,75,65,89,50,79,84,32,77,92,60,80,76,66,31,4,0,50,46,80,82,19,53,79,39,4,10,91,17,95,11,1,97,89,80,95,34,85,46,36,73,8,63,61,90,88,45,28,1,45,72,91,98,98,,,,61,,,,,,,28,,,,,,,,,,,,,,98,92,,,4,,1,,,,,,63,,,98,,,,,84,,,,,,39,,,,,,,98,39,,,94,,,,,,,,,,,98,,,,,65,,,,,,,,95,97,,,,,,71,39,,71,,,,,,,,,,,,,,,,,,,,,,,1,,,,,98,,,92,,76,,,98,,,,,,,,,,,71,,,,,,,,,8,,,,17,,73,,36,,,,,,,,,98,,,,,,,,,98,,,,98,,,,,,,,,,,,,79,97,98,,,,,,,36,,,,50,,,,,,,,61,,,94,,75,,,,77,,,,,,,,,,,,,,,,,,,98,,,,,,65,,,,98,39,75,,,,98,98,39,,,,,,,,,,,4,,98,,,71,,98,,,,,,71,,,,,,,,98,,28,71,,,98,,,,,,,71,92,,,,,,95,,71,,,,94,,,98,,98,,,,71,17,98,,,,,,,,,,,,98,,,84,71,,,71,36,92,,,,71,98,,,,,,,,,,,,,,,,,,71,98,,,,,,,91,,71,,45,,76,98,,79,,71,,,,,,,92,,,,84,4,,,,84,,,98,,,,98,,,,4,98,,,61,,94,,,,,,,,,,,,,,,,
user275811706,14,25,6,32,3,39,75,54,80,82,91,96,49,84,93,93,24,46,37,73,32,35,16,81,97,72,31,3,76,50,77,74,55,92,83,88,48,86,7,36,36,3,0,,83,,,,,,,,,,32,,6,,3,,,,,,,,,32,,,,,,,,,32,,,,,,,6,,32,,,,,32,32,,,,,,,25,32,,32,,,,3,,,,37,,,,,,,,,,84,,7,,25,,3,83,,,,32,,,,,,,,,,,,,39,,,6,,,,,,,,,,,,83,,,,,,3,,,,32,,,,,,,,,,,,39,,,,24,,,,35,,6,,,,,,,,,,25,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,83,,,,,,,32,,91,,,91,,,,,,86,86,86,,,,39,,32,,,,,,,,,,,,,,,,,,,32,,,35,86,,,,,,35,,,83,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,88,82,,,,91,,,,,91,,3,,32,,,,,35,,,,,,,14,86,,,,,,,,,,,,,,,,,,,,,,,,,,86,35,25,,86,,36,3,,,,6,,25,,,,,91,,36,,,,,,25,,,,,,,,,32,,,86,,,,86,,,3,,,,,,,,,46,,,,6,,,25,,91,,,,,,,,32,,,91,,,,,,,,,25,35,,35,,35,32,,,,,25,,,6,14,,74,3,,6,,,,,,,,,,,14,,32,,,,,,,25,,14,,
user2874349480,37,91,4,36,31,80,33,46,85,98,38,45,19,4,65,58,94,9,20,45,37,65,88,8,3,23,41,77,78,26,66,38,15,39,23,26,11,31,59,2,7,65,25,18,25,,37,,,94,91,,,,,,,37,91,,,,,,,,,,,,,,,,9,91,,,,,,,,,,,,,,,38,,,,91,,,,91,3,,37,,,38,45,91,,91,37,,94,,7,91,,37,,,,,,,88,,,,,,,,,,,,,,,,,37,,,,,46,,,37,,91,,,,,,,,,91,,,18,,,,,,,92,,,,,,37,,,,,,,,45,,,,38,,,,,,,31,91,,37,,,,,,91,,,41,,,33,,,,,37,,3,88,,,,,,,,,37,,,,,45,,,,,37,,,,,,,,,45,,33,,45,,,,,,,,,,37,,91,,,,,,,,,,,,92,,33,37,,3,,,18,,38,,,,,37,,,,,,,,,,91,,,37,,,,91,37,33,,,,,,91,,33,,,,,,,,31,,,,18,37,,,,,33,,,,31,,,38,91,,91,,,,,,,,,91,,,,,,,,,,,,,,,37,,33,,37,,,,37,,,,,,,91,,,,,,,,,,41,,91,91,,,,,,92,26,,31,,,,,,,,,37,,,,,45,,33,,,,,,37,,3,45,,,,,37,37,,,,,,,,,,,,,,,,91,33,,,18,,,91,,,,,38,,,,,,,,,,,,,,,,,,91,37,,,37,37,,,,37,,,91,,,,,,
user3341462199,14,100,9,41,31,79,9,66,11,76,65,16,6,16,3,56,54,7,37,82,17,97,47,68,11,41,57,12,65,10,93,73,41,46,60,36,59,94,48,50,47,31,74,,,,,,,,,,31,,,,,,,,,9,,,,,,,,,,,14,,,,,,,,,,,,,31,,,,,31,,9,,74,,,,9,,3,,,37,,,,,,,,,31,,14,,,,,,,14,,,,9,,,,31,,,,,,,,,,,,,,,,,7,,,,,,,,,,31,,,,,,,,,,,,,,31,,,,,,,68,9,3,,14,,100,,,,,,100,37,,,,,14,,14,,,,,31,,,9,,,31,12,,,,,,,,,,,,,,,,,,9,,9,,76,9,31,97,,,14,9,,,,,,3,,48,9,,31,,,,,,,,,,,,,,,,,,,,,,9,,3,,,31,,,37,,,,,,,,,,,,,14,,,,,,,,,,,37,,,,,,,,,9,,,14,31,,11,,,,,,,9,,31,,,,14,,31,,,,,,,100,9,,,,,,,,3,,,,,,,,,,,,31,,,48,,,,,,100,,,,9,,,,14,,,,,37,14,,,,9,,14,,7,,14,,,,,,,100,,3,,,31,,,,,,,,,,,,,31,,,9,,11,,,,,,,,,14,,,,,,,,,,14,14,,,,9,,,,,,14,14,,,,,9,,,,,,14,,,,,,48,,,,,,,31,,68,,,31,31,,,,9,,,,,,,,,,
user2989167324,62,8,21,37,47,55,10,9,68,17,77,45,36,93,18,33,96,29,52,51,77,31,9,44,11,70,0,53,2,13,88,85,84,72,100,99,44,30,57,59,89,5,30,8,10,17,52,8,12,64,76,82,29,86,22,35,54,68,5,80,93,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,62,,,,5,,,,,,,,37,21,,,,,77,,,,,,,,,,,,,,,,,,,,,,72,8,,,,,,,,,8,,,,,55,,,,,76,,,,,,,,,,,,,,,,,8,68,,,,8,,,47,,,,,,,,,,,,47,,,,47,93,,,,,,,93,,59,,99,,68,,,,,,37,,,62,,,,,,,,,31,,13,,,,,,55,,,,,8,,31,,,,,,,45,,,9,,,,,,,,85,,8,,,9,,,,,8,33,,,,,55,,8,,,,,,,,,,,,93,,,,,,,,,,,,,,,,,,,8,,,,,,9,,47,,,,,,,,,,77,,,,,37,,,,,,,,8,45,,,,53,,,,,37,,,,,37,,62,,,,,,,,,,47,55,,,,,,,,,,,,,,37,,64,,,,77,,,,,,,,,,5,,68,,,,8,,,,,,,,,37,,37,,,,,,55,,,,,,,8,,,37,,,,33,,,,,,,76,,,47,,,47,,,55,,,68,,,,,,,,,,,,,,17,,,8,8,,8,,,17,,,,8,,55,,,,,,37,,55,,,,,,30,,,,,18,
user432911262,8,95,8,97,99,47,33,6,75,9,67,89,10,26,15,51,98,89,29,11,76,14,11,21,16,69,26,56,79,34,0,94,75,50,53,,98,,,,75,,,,,,,,,6,6,,,,,,,,,,8,,,,,33,,8,,,,,,8,,,8,,,,,,,,,,,,8,,,,,,8,,,33,,21,,,,,97,,33,,,,,,,,89,,,8,,8,,8,,,,,,,,,,,,21,,97,8,,,,,51,,94,,,,,,,,51,,,94,,,,8,51,,,,,,,10,,53,,,,,,,8,,,,33,,53,,,,47,8,,9,,,,,,,,29,33,,,,,,,,,,,8,99,,,,,,8,,,89,,94,,,89,,,,,8,29,,,,,,,,8,,,8,,,,,29,,,,,,,,,97,8,8,,,,,,,,,8,,,,,8,8,,8,,,,,,,,,,,,,,,,,,,,,,89,99,,,,,,8,,8,76,69,,,,,,,,,51,75,33,,,,8,,,33,,89,51,,,14,,,,,,,,,,,,,,,,8,,,,,,,51,,,,,26,,8,,,,,,,,,,,,9,,,,,98,8,,47,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,8,,,8,,8,98,,,,8,,,,,,,,8,,,33,,,,89,11,,,,,,,,,,51,8,,,,,,8,,,,,,,,47,,,,,,,8,,,,,,,,,,89,8,11,,8,,,,,,8,7,8,,,,,
user223224979,26,83,76,48,2,80,88,34,32,4,67,11,27,93,37,22,84,81,80,16,17,90,61,24,34,35,79,93,78,6,74,67,45,50,70,72,86,95,42,60,18,65,6,22,77,99,1,3,65,92,52,16,67,38,72,9,88,64,53,52,6,8,,,26,76,48,79,,,,,,80,48,65,,26,,,,,,,,26,,50,26,65,,,26,,6,,86,,,,76,26,,,,,,,,,,,,67,83,,,26,,,79,,,,,,72,,,1,26,,,,79,,,83,9,,,26,,26,,,,,,42,,,83,,,,,95,,,,,,,,26,,95,26,,,64,11,,,26,78,,,,,83,,,,53,,,,,,37,72,,,76,70,,,,,,,,,,83,,26,,,,,,,,,37,48,,,,,26,,,,,,79,,93,,,,81,,,26,42,,,79,,,,37,37,67,,26,,26,95,,90,,,,,,,17,,,,,,,,,,,,,50,,,,,,,79,76,,,67,26,,26,26,,81,,,,,88,77,,79,,74,,,,,,79,,26,48,,,,26,,83,,,,,,,2,,,,,76,,,50,,,,1,,,,,16,,26,,48,,,,,,,,,,,,,26,,,,,,,,17,,,,67,,1,,,,,,,95,,,,83,,95,,,,26,,,26,,67,,,,,37,,,,,,,,,,,,,26,,,,,,,67,,,,,,,,,,,,76,,,2,26,,26,67,,26,26,,,,,26,,,,,,,79,,,,,,,67,,,,67,,,,67,,26,76,,,26,,26,,65,,,,,,95,,,26,26,,,,26,95,,,,,,81
user2704193090,59,17,83,3,82,37,85,20,1,28,23,25,23,33,18,47,45,16,17,53,60,35,9,81,73,33,46,64,8,91,31,78,96,96,52,95,98,36,73,65,37,9,80,72,93,26,99,57,84,17,4,60,88,96,24,58,62,80,51,45,44,15,43,87,45,89,90,49,,,23,,,59,,,45,,,95,59,59,59,,,,59,,,,59,,59,47,,59,52,46,,,,,,,,,,59,,58,,,59,,,49,,52,,,,,,3,,59,,,,,,,,,,,,60,59,96,,,,,,,,,,,59,,,,59,52,,,,58,,,,,,,,,,,,,,,,59,,83,,,,,,,,,62,,59,73,,53,,,45,,,,,,,,,47,,,,,,58,,,,,,59,,59,,,,59,80,,,,8,,46,,,,,,,59,59,96,,,,,,,83,,,,,,,,,59,59,,59,72,,,,59,59,,,,52,,,,,,,,,,,,95,59,,,89,,,,,,95,,59,,,,,,,,,,24,,,83,,,,,,,,,59,24,,,,,,,,,,85,,,,,,,46,3,,96,,,,,,89,83,59,,,,24,23,,,,,,,59,,62,,,,59,,45,,59,,,,,,,59,59,,,,,,,,,,,59,59,,,83,,46,,,,,,,,,59,59,52,,,,,59,,,,,,73,,59,,,59,,59,59,,,,,1,,83,,,,59,53,,,,,,,,,,,46,,,,52,99,,59,28,,,,,,59,,3,,,85,,31,,,,,,,,46,,,,,83,83,44,,,,,99,,,59,31,,,83,,,,57,,59,,,,46
user3361306736,56,7,88,28,7,13,48,12,97,93,96,67,14,42,65,95,5,81,10,39,24,79,74,21,68,3,71,83,13,14,50,39,63,6,0,36,22,55,18,9,49,90,96,42,64,20,25,56,73,29,,,,14,88,,,,13,,,,,,,74,,7,,,88,68,,,,,,,,88,,,,,,,,14,,6,,,,,,,,,,,,,48,6,,,,,,,,,48,,,,,,,,,,,28,,,,,,67,,,,,,12,,,14,,,,,,36,,3,,88,7,,,,,,56,,88,28,,,,21,,,,,,39,7,7,,,,,,7,,,21,,,22,,,,,,13,,,,,,,,,,,,,65,28,,,,13,,28,18,,,,5,,88,,,88,,,,,28,,,,,,,,,,29,,,,14,,,,,7,,3,88,74,,,,,,12,88,,,,5,,74,,,,,,,3,,56,,14,,,,,,,14,14,67,,,,,6,,,,,,6,,,,,,,,,28,,,,,,,56,,,,13,,,,,,,,,,,,5,,,,,,,74,74,,,,,5,,,,,79,,,,,,,14,56,,14,,14,,,88,,,,3,,,10,18,,,7,,,,,,,29,,,,,88,55,,,28,,,21,,,12,,,,,,88,74,,,,,,,,,74,,74,,,,,,,,,,,14,,88,,42,,,,,,,,,88,88,,88,3,,14,,,39,28,,,,,74,56,,,,55,,,,,,,,,,,,,67,,,,,,56,,,3,,,,,,,,50,,,,,,,,,6,,,,,,,,14,,
user4253743203,43,44,19,57,86,51,15,90,13,61,66,75,67,2,57,91,91,6,7,10,,,,,,,19,,,15,,7,,,,,,,,19,,43,,,,,,,19,,2,,,,,,,90,,,,,,,,,,,,,19,,13,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,43,,,,,,,,,,,,19,,19,,43,19,,,19,,19,,,,,,,19,,,,,,,,,,,,,67,,,19,,,,19,,,90,,,,,,,2,,13,,,,,,,43,67,,,,,,,,2,,,,,,19,,43,,,,,19,,,,,,,13,,,,,,10,,,,,,51,,,43,,,,,,,,,,,,,,,19,,,13,,,90,,,,13,,,19,,,,,,,,7,,13,,,,,43,,,13,,,,19,,2,2,,,,,19,,,,43,,,2,,2,,,,13,,,,,,,,,,,19,,,,,19,,,,,51,,,,,,15,,,,,,,91,90,,,,,,,,,,67,19,,,,,,,,,,,,,,,,,,,2,,,,,,,,43,,,,,,19,,,67,,,,,,,,,,,43,,7,,,,,,,,,,19,,,,19,,13,,,,,,,,,,,,15,,,,19,,43,,,,,,,,,,,,2,,43,,,13,,,19,,,,,43,,,19,,13,43,,,,,,,,43,,,,,,,57,,,,,,,,7,,43,,,,,7,,,7,,7,,,,19,,,,,,,,,,,,43,13
user901490232,7,69,54,69,37,87,88,21,2,99,25,20,47,51,52,59,91,70,100,77,35,83,47,22,42,72,78,99,90,45,34,65,40,2,82,93,94,97,47,88,18,63,45,6,30,89,3,98,72,48,22,49,2,54,,45,,,,,,54,,,54,,,54,,,,,,,,,,,,,,,87,,,,,72,,99,,30,,,,,,,,72,,100,,,,,,7,,,,54,,,,,,,,,,,,,,,,,,,63,,,,,,,54,21,2,21,,,,,,,,,,,21,,,2,,,,,91,,,25,2,54,25,,,,,,,21,,,,,,,87,,,,,,2,,21,,,,,,72,,54,,,,,,,,,34,,,,82,69,,,,,,,,69,54,,,,,,,54,,,25,2,,,,48,,21,,,72,,,,,,,,,,,,,,,,,21,100,21,,,,,,,54,2,2,,,,,21,47,,,,25,,,,,,,,,,,,,,6,,,,,,2,90,25,,,,,,,97,,,89,,,,,,,,,,72,,89,,97,87,,,,,,2,,,2,,,72,,,35,,2,,,,63,,,,,,,,,21,,,,,21,,,7,21,,,,,,,,,,69,,89,,,,,,25,,54,,47,,,,,,90,25,,,,,,,,,,,,,69,77,,,,99,,,,,21,,,,,,,,,,,,,,69,,,,,,,,97,,,,,,,,,,,,89,,,,,25,,2,,,,8,,,,,,2,,,25,,45,,,,,,72,87,65,,97,54,,,,,,,,,,,54,,,21,,21,,
user4290113627,17,21,49,47,98,81,42,55,71,14,69,58,25,47,42,54,96,51,1,56,99,76,4,45,36,96,38,92,99,30,17,74,79,75,18,73,47,15,,,,,,,,,,69,,42,,,,,,,,21,21,21,,,,82,,,,,,45,,,,,,,,,,,47,21,42,,,,,,,,,,42,,,47,,,,,,,,,,21,,,75,,,,,,,69,,81,,,,,,,21,21,,,47,,17,,,,,15,,,47,17,,,,,42,21,,,,,,,,,,,,,,,38,,,21,,,,,,,75,,,92,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,15,,,,,,,,,,,,,42,,,,,,21,,,42,,,,69,,,,,,,,,69,,,,,,,,,,69,,,,,21,42,,,92,,,,,42,,,92,,,,,,,,21,,,,21,,,,,,,,99,,,,,,,74,,,,,17,,,,,1,21,,,,,17,17,,17,,81,81,,,,,42,,42,,,,,,,,,,,18,,73,,,,21,,,,,,17,,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,21,45,,,81,,,,,,,,,,,,21,,21,,47,69,,,,,,42,,15,,,,,,,,,,17,,,,,,,,,69,,69,42,,,,,,,,,,,47,,17,,,,22,17,,,,,,,,,21,,,,,,,99,81,17,69,,,,21,,,42,,,,,92,,,,,,47,,,,,,,,69
user1483092323,91,54,56,36,92,18,70,57,99,79,85,44,35,78,32,25,72,25,38,75,70,16,48,52,61,35,92,86,75,37,61,95,65,90,55,55,47,63,19,61,64,46,92,,18,,,,,,78,,,,,18,54,54,,55,,,,,,,,18,,,,,,,25,,,18,,,,,,,,,,,,,,,,32,,,,92,,,,,,,,,,,,57,,91,16,,,,,,,,54,,,,,,,,56,46,,,,,,,,,,,,,,,,,,,,,,,,52,,,,,,32,,,,,,,54,,,,,,,,,,,,,,,54,,,,,,18,56,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,91,,,,,,86,,75,,,,,,,54,,,,,,,,,,,25,,92,,,46,,,,,,,,,86,,,,,91,,,,64,,,,,46,,,,,54,,,,,78,57,,,54,54,,,18,,,32,18,,,,92,,,,,,,,,,,,,,,,,91,91,,,,,,55,92,,91,,,56,,,,,,,,,,,,,57,,,32,,,,,,,,52,,92,92,,,,,,,,,,,,,,,,,,35,,,,,,,,75,,,,48,,,54,32,,,,,,,,57,91,,18,,18,18,,,,,,75,,,,,,,,92,,,,,,,37,56,,,91,64,,54,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,54,,,70,91,,,,,91,,91,,,,,,,,54,,,,,,,,,54,,,,
user1265928468,67,82,74,91,26,60,7,50,97,78,69,82,83,57,97,32,0,35,81,81,92,28,48,53,22,81,57,15,33,45,4,55,51,96,29,66,3,94,8,75,33,2,15,19,91,,,,,,,26,26,,,,,,,,,,91,,,81,67,,,,26,,,,32,,,,,,69,,,,91,97,91,,,,,,7,,,,,,,,,,,32,7,,,,91,,,,97,91,26,,,,,,,,26,,,67,,,32,,,,,,,,,,,82,91,,,,,,,,91,,,,,,,,,67,,,,,,,,,91,32,,82,,97,,,,28,,,,91,,,97,,,,,33,91,97,91,,92,,91,,,26,,15,,,90,,,,,26,,,,,26,,,,,,,,,67,,68,,,,91,,,97,,,97,,,91,,,,,,,91,,,,,,,,,,,,91,,,,,,,,,,55,,,,,,,91,,,,,,78,,,,,,,,,,,,,91,,,55,,,,67,26,,67,,,,,82,,26,,,,35,,82,,,,,91,,,,91,,91,,55,,35,,91,,,,,,,,91,,,,,97,66,,,,,,,68,,,,,,,,,28,,29,,,,,,91,,,,7,,91,,,,,,,67,91,,,,,,,,82,29,,,91,,67,91,,66,,,91,,,,,3,91,91,,,,,,,26,,,,66,,82,,,,,,,91,,,,,35,,,,91,,67,,,28,,97,,,,91,,91,,,,33,,67,,,,,,,33,,,,,81,,,,78,15,67,,,,,3,,,,68,,,97,,7,,,,,,,,91,
user2857188149,1,53,6,85,35,74,17,91,23,21,16,19,97,64,71,81,50,61,99,5,34,45,77,28,72,45,14,28,73,32,8,30,66,84,5,18,87,20,14,90,11,37,84,25,63,84,54,6,21,82,61,,,,,,,,,,,,74,16,,,,87,1,,,74,,,,,,,,,,,,87,,21,,,,1,,,,,,,87,21,,1,,,,21,,,,,,,,74,,,1,,,,,,87,,,,,,73,,,,,,,82,1,,,,,,,,1,1,1,,,77,,53,91,,1,53,,,,,,,,,1,1,,,,,,1,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,11,,,,,1,,,,1,,1,,,,,,,,,,,,,,,,,,,21,,,11,53,,,,1,1,,,,,,,1,28,,74,,,,,,,,1,1,,63,,,,99,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,30,,,,,1,1,1,,,,16,,,,,,,,,,,,,,53,,,,,,97,,,1,74,,1,,52,,,,,,,,53,,,,63,,,,,87,,,,,,,,21,,,,74,2,,,53,,,,,,,21,,,,,,,,1,,,,,73,,,,,,,,,,21,,,,,,,,,,,,,,,,,,1,,1,,,,,,53,21,,,,,45,,,,87,,,,,,,,,2,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,28,,,,53
